raion_code,raion,year,avg_wage_agriculture,avg_wage_education,avg_wage_industry,avg_wage_public_admin,avg_wage_total,birth_rate,death_rate,divorce_rate,gross_payroll_total,housing_livable_area_thsd_m2,housing_total_area_thsd_m2,housing_units_thsd,industrial_output_mil_lei,industrial_share_of_total_pct,infant_mortality_rate,marriage_rate,natural_increase_rate
80,Straseni,2018,4681.9,4439.5,5817.0,6124.3,5104.5,14.2,13.3,4.1,559.1,1598.9,2113.6,32.6,556.3,1.0,8.0,8.8,0.8
80,Straseni,2019,5548.7,5663.5,5923.1,6676.4,5906.1,12.6,14.4,4.2,652.9,1601.9,2118.8,32.6,1304.4,2.2,4.6,8.7,-1.7
80,Straseni,2020,5454.0,6420.3,6349.3,7420.3,6452.2,12.9,15.1,3.1,679.6,1607.2,2126.7,32.7,803.2,1.3,16.1,6.6,-2.2
80,Straseni,2021,6221.9,6905.6,6465.3,7820.4,7160.8,12.1,16.3,3.5,800.8,1610.9,2131.9,32.7,692.7,0.9,14.9,8.8,-4.1
80,Straseni,2022,7838.3,7835.6,8164.1,9336.1,8407.9,11.4,13.9,3.7,935.2,1615.1,2137.9,32.8,920.9,1.1,6.8,7.5,-2.5
80,Straseni,2023,8274.0,9465.1,9809.5,10647.9,9806.3,10.7,14.1,3.3,1118.1,1624.9,2154.1,33.0,909.7,1.0,12.0,6.9,-3.4
80,Straseni,2024,9585.5,10745.3,11749.4,12889.3,11311.3,9.9,15.0,3.3,1297.0,1631.6,2162.8,33.1,1183.4,1.4,9.9,7.1,-5.1
83,Soldanesti,2003,,,,,,11.3,16.8,2.2,,,,,,,15.5,5.4,-5.5
83,Soldanesti,2004,,,,,,11.3,16.1,3.6,,,,,,,9.8,5.8,-4.8
83,Soldanesti,2005,,,,,,10.7,16.8,3.9,,691.0,967.7,18.0,,,25.0,6.1,-6.1
83,Soldanesti,2006,,,,,,11.3,17.0,2.9,,684.8,961.8,17.8,,,13.9,6.0,-5.7
83,Soldanesti,2007,,,,,,11.2,15.0,2.8,,687.7,966.4,17.9,,,10.1,6.2,-3.8
83,Soldanesti,2008,,,,,,10.4,14.9,2.7,,688.9,968.3,17.9,13.6,0.0,10.9,5.5,-4.5
83,Soldanesti,2009,,,,,,13.0,15.9,2.2,,689.3,967.9,17.9,12.7,0.1,5.3,5.5,-2.9
83,Soldanesti,2010,,,,,,12.3,16.6,2.8,,689.7,973.6,18.0,15.9,0.1,20.4,5.6,-4.2
83,Soldanesti,2011,,,,,,12.5,14.3,2.6,,690.8,974.8,18.1,14.9,0.0,11.1,5.8,-1.8
83,Soldanesti,2012,,,,,,12.1,14.7,2.3,,688.5,971.2,17.9,13.7,0.0,19.3,5.9,-2.6
83,Soldanesti,2013,,,,,,11.5,14.9,2.8,,678.3,972.6,17.9,14.0,0.1,14.1,5.7,-3.4
83,Soldanesti,2014,,,,,,15.5,17.6,3.5,,675.9,970.8,17.9,17.5,0.1,12.8,7.2,-2.1
83,Soldanesti,2015,3683.9,3217.7,3960.4,4336.0,3509.1,16.2,16.8,3.2,165.1,674.9,969.1,17.9,19.3,0.0,7.1,7.6,-0.6
83,Soldanesti,2016,4196.4,3394.6,4334.1,4711.9,4000.0,15.6,17.6,2.7,178.8,694.8,971.7,16.5,22.1,0.0,16.7,5.8,-2.0
83,Soldanesti,2017,4752.1,3600.5,4591.7,5380.0,5517.2,14.6,16.1,2.6,184.5,694.5,971.8,16.5,25.2,0.1,6.1,6.2,-1.5
83,Soldanesti,2018,4326.9,4291.6,5587.2,5222.0,4765.7,14.4,16.8,3.0,211.3,694.3,972.0,16.5,28.0,0.1,8.4,6.2,-2.4
83,Soldanesti,2019,5182.3,5408.1,5872.6,6061.6,5585.8,13.6,16.1,2.2,257.1,695.7,973.8,16.5,29.2,0.1,6.8,6.9,-2.5
83,Soldanesti,2020,5474.6,6045.7,6210.4,6712.3,6083.4,13.8,18.7,2.1,288.0,696.2,974.3,16.5,31.3,0.1,9.2,6.1,-4.9
83,Soldanesti,2021,5709.7,6488.7,6481.1,7150.5,6780.6,13.0,21.3,2.8,309.0,696.7,974.9,16.5,36.2,0.1,7.6,7.1,-8.3
83,Soldanesti,2022,8489.5,7311.6,7629.6,8299.9,7959.1,11.8,17.8,3.3,361.1,697.1,975.5,16.5,33.6,0.0,2.9,6.4,-6.0
83,Soldanesti,2023,9186.7,8830.8,9078.4,9934.1,9175.2,10.3,19.1,2.0,402.3,697.2,975.7,16.5,34.7,0.0,3.5,6.1,-8.8
83,Soldanesti,2024,10299.0,10156.1,10973.0,11696.2,10469.7,11.5,17.1,1.2,475.9,697.1,975.6,16.5,34.9,0.0,6.4,5.6,-5.5
85,Stefan Voda,2003,,,,,,11.9,13.1,2.6,,,,,,,14.8,6.6,-1.2
85,Stefan Voda,2004,,,,,,11.4,11.9,3.2,,,,,,,9.4,5.5,-0.5
85,Stefan Voda,2005,,,,,,12.0,13.2,3.3,,1266.7,1688.0,28.6,,,12.6,7.7,-1.2
85,Stefan Voda,2006,,,,,,11.4,13.0,2.9,,1269.3,1692.2,28.6,,,14.3,7.3,-1.6
85,Stefan Voda,2007,,,,,,12.1,12.7,3.2,,1269.6,1693.7,28.6,,,12.5,7.7,-0.6
85,Stefan Voda,2008,,,,,,12.4,12.5,3.3,,1270.9,1695.8,28.6,162.0,0.6,19.0,6.8,-0.1
85,Stefan Voda,2009,,,,,,12.4,12.0,3.1,,1268.3,1690.5,28.6,97.8,0.4,10.0,6.1,0.4
85,Stefan Voda,2010,,,,,,11.5,13.2,2.8,,1293.0,1686.7,28.5,117.4,0.4,5.8,6.4,-1.6
85,Stefan Voda,2011,,,,,,11.9,12.9,2.8,,1293.0,1687.6,28.4,102.8,0.3,11.8,5.8,-1.0
85,Stefan Voda,2012,,,,,,11.7,12.0,3.6,,1293.0,1687.1,28.4,129.9,0.4,8.3,5.7,-0.3
85,Stefan Voda,2013,,,,,,11.7,11.9,2.9,,1294.1,1689.1,28.4,146.3,0.4,9.6,6.4,-0.3
85,Stefan Voda,2014,,,,,,15.3,15.4,4.3,,1294.6,1690.0,28.4,119.2,0.3,11.2,8.5,
85,Stefan Voda,2015,2655.4,3035.8,4508.4,4018.4,3269.8,16.0,14.6,4.0,260.4,1295.4,1691.9,28.4,197.1,0.4,7.6,8.4,1.4
85,Stefan Voda,2016,2952.4,3209.1,5345.8,4241.0,3532.0,16.0,13.9,3.8,292.5,1270.1,1678.1,26.7,215.2,0.5,5.5,7.3,2.0
85,Stefan Voda,2017,3523.8,3534.4,5921.3,4508.9,4048.2,14.7,14.2,4.1,307.1,1245.9,1655.7,26.2,281.1,0.5,11.1,7.8,0.4
85,Stefan Voda,2018,3987.4,4298.8,6479.5,5124.3,4708.7,13.6,14.7,4.5,360.0,1247.0,1657.6,26.2,523.2,0.9,2.7,7.5,-1.2
85,Stefan Voda,2019,4392.6,5346.4,7958.4,5614.3,5434.6,14.5,16.4,4.6,451.1,1247.9,1658.6,26.2,605.7,1.0,10.6,8.1,-1.9
85,Stefan Voda,2020,4756.2,5765.7,8325.3,6242.0,5857.8,13.0,16.8,4.2,465.5,1249.9,1661.4,26.3,390.7,0.6,7.5,6.1,-3.8
85,Stefan Voda,2021,5474.0,5924.2,8177.0,6787.1,6439.5,12.1,18.1,4.4,523.6,1254.6,1667.0,26.4,602.0,0.9,8.3,8.8,-5.9
85,Stefan Voda,2022,6323.7,6982.6,9983.6,8193.0,7551.5,12.7,16.3,4.5,616.8,1255.0,1667.5,26.4,512.2,0.6,9.9,9.0,-3.5
85,Stefan Voda,2023,7173.5,7803.8,12807.3,10161.5,8777.3,11.7,16.7,5.0,793.1,1254.8,1667.3,26.4,876.6,1.0,13.1,7.0,-5.0
85,Stefan Voda,2024,8541.7,9457.8,14159.9,12082.1,10461.9,10.1,16.7,5.5,927.9,1259.4,1672.8,26.4,953.7,1.1,13.4,5.9,-6.6
87,Taraclia,2003,,,,,,9.4,14.6,4.3,,,,,,,7.1,7.6,-5.2
87,Taraclia,2004,,,,,,9.6,12.1,3.5,,,,,,,18.6,6.2,-2.5
87,Taraclia,2005,,,,,,10.6,14.2,3.6,,659.6,970.4,14.2,,,8.4,6.8,-3.6
87,Taraclia,2006,,,,,,9.9,13.4,3.2,,660.6,972.1,14.3,,,4.5,6.8,-3.5
87,Taraclia,2007,,,,,,9.8,13.6,3.0,,662.0,975.0,14.3,,,13.6,7.4,-3.8
87,Taraclia,2008,,,,,,10.6,13.2,2.8,,661.3,974.3,14.3,264.6,0.9,10.6,6.2,-2.6
87,Taraclia,2009,,,,,,11.1,12.8,3.4,,661.3,974.5,14.3,204.0,0.9,14.2,6.7,-1.7
87,Taraclia,2010,,,,,,10.5,12.7,2.3,,741.7,1128.7,14.4,189.4,0.7,10.6,6.5,-2.2
87,Taraclia,2011,,,,,,10.5,12.9,2.2,,742.1,1129.6,14.5,306.9,0.9,15.1,5.9,-2.4
87,Taraclia,2012,,,,,,10.7,11.7,2.3,,745.1,1134.4,14.4,488.7,1.3,12.7,6.1,-1.0
87,Taraclia,2013,,,,,,10.3,11.0,1.8,,745.1,1134.4,14.4,603.8,1.5,6.6,5.4,-0.7
87,Taraclia,2014,,,,,,13.0,15.7,3.6,,746.0,1135.9,14.4,550.7,1.2,6.7,7.8,-2.7
87,Taraclia,2015,2422.5,3345.2,4239.3,4683.7,3543.6,13.5,15.3,2.7,214.0,746.4,1136.6,14.4,308.6,0.7,13.0,8.5,-1.8
87,Taraclia,2016,3288.4,3562.5,5071.8,4904.3,3968.4,11.5,14.5,3.0,231.0,746.5,1136.8,14.4,318.7,0.7,15.4,6.8,-3.0
87,Taraclia,2017,3994.2,3882.6,4672.0,5390.1,4335.2,12.4,13.0,2.6,251.0,738.9,1122.8,14.2,298.4,0.6,14.3,6.5,-0.6
87,Taraclia,2018,4450.7,4433.7,5336.3,5862.2,4791.6,11.0,14.3,2.9,280.8,739.6,1124.0,14.2,323.4,0.6,8.1,7.0,-3.3
87,Taraclia,2019,4967.0,5527.0,5694.6,6533.9,5208.9,11.0,14.2,2.8,373.9,739.7,1124.1,14.2,389.0,0.7,2.7,6.3,-3.2
87,Taraclia,2020,5070.0,6124.2,6367.5,7120.6,5917.9,10.2,15.0,2.5,397.9,740.6,1125.8,14.2,508.4,0.9,3.0,4.7,-4.8
87,Taraclia,2021,5584.7,6504.5,6838.6,7708.6,6526.6,10.2,18.7,2.6,481.5,742.3,1128.2,14.2,710.4,1.0,15.1,5.7,-8.5
87,Taraclia,2022,6734.7,7540.5,7953.6,8894.5,7559.1,8.6,14.5,2.4,549.1,745.5,1132.4,14.3,827.9,1.0,11.1,5.0,-5.9
87,Taraclia,2023,6655.8,9044.3,9176.9,10409.9,8736.2,8.4,13.2,2.2,630.2,746.4,1133.8,14.3,1200.3,1.4,11.9,5.3,-4.8
87,Taraclia,2024,7389.1,10439.6,10659.3,12396.9,10023.0,9.0,15.4,2.5,751.0,745.7,1132.9,14.3,1475.4,1.7,15.2,4.7,-6.3
89,Telenesti,2003,,,,,,11.6,11.7,2.6,,,,,,,16.0,6.2,-0.1
89,Telenesti,2004,,,,,,11.5,11.7,2.5,,,,,,,11.4,6.6,-0.2
89,Telenesti,2005,,,,,,11.5,12.5,2.9,,1263.6,1629.3,26.9,,,12.6,6.9,-1.0
89,Telenesti,2006,,,,,,11.5,12.2,2.5,,1263.6,1629.3,26.9,,,11.5,6.7,-0.7
89,Telenesti,2007,,,,,,11.5,11.5,2.7,,1255.7,1621.6,26.8,,,15.0,6.7,
89,Telenesti,2008,,,,,,11.7,11.8,2.3,,1256.2,1622.3,26.9,49.1,0.2,11.5,6.8,-0.1
89,Telenesti,2009,,,,,,12.4,12.4,2.8,,1255.5,1621.3,26.8,53.6,0.2,11.9,6.7,
89,Telenesti,2010,,,,,,11.5,13.4,2.8,,1267.5,1632.4,25.6,68.7,0.2,20.8,6.7,-1.9
89,Telenesti,2011,,,,,,11.6,11.3,2.8,,1267.5,1632.2,25.6,76.9,0.2,13.9,6.0,0.3
89,Telenesti,2012,,,,,,11.4,12.0,2.7,,1267.6,1632.4,25.6,103.8,0.3,9.5,6.3,-0.6
89,Telenesti,2013,,,,,,11.4,10.9,2.9,,1267.1,1631.5,25.5,114.2,0.3,12.0,6.8,0.5
89,Telenesti,2014,,,,,,16.5,15.1,4.5,,1267.3,1632.3,25.5,121.5,0.3,12.8,9.3,1.4
89,Telenesti,2015,2888.1,3266.8,3674.1,4323.5,3453.5,16.0,16.2,3.6,214.2,1267.4,1632.4,25.5,136.4,0.3,8.9,8.8,-0.3
89,Telenesti,2016,3967.0,3421.7,3565.2,4600.9,3738.7,15.9,15.6,3.7,238.5,1309.2,1687.0,24.7,146.6,0.3,11.5,8.4,0.3
89,Telenesti,2017,3896.4,4118.1,3726.9,3776.2,3821.2,15.5,14.9,2.9,243.2,1324.6,1695.8,24.5,199.3,0.4,14.7,7.9,0.5
89,Telenesti,2018,3600.8,4215.7,5045.6,5067.1,4631.0,15.0,16.0,3.3,277.9,1326.6,1699.2,24.5,226.7,0.4,11.8,8.4,-1.0
89,Telenesti,2019,4248.4,5151.5,5792.7,5689.4,5244.3,13.8,15.3,2.8,312.8,1329.3,1702.7,24.6,260.5,0.4,5.9,9.3,-1.5
89,Telenesti,2020,4110.0,5721.9,6158.6,6372.9,5704.0,13.1,16.8,3.0,347.2,1330.2,1704.1,24.6,276.8,0.4,9.6,7.0,-3.7
89,Telenesti,2021,5053.1,6184.0,8191.5,7027.4,6645.2,12.5,19.2,3.6,443.6,1331.4,1705.8,24.6,362.1,0.5,12.1,8.7,-6.6
89,Telenesti,2022,6518.4,7083.2,8666.1,8146.2,7480.4,12.8,17.9,3.8,474.7,1334.9,1710.6,24.6,475.5,0.6,21.1,8.3,-5.0
89,Telenesti,2023,6916.3,8495.0,10668.2,9536.7,8711.3,11.2,15.6,3.1,534.9,1335.0,1710.7,24.6,164.0,0.2,6.3,7.2,-4.4
89,Telenesti,2024,9780.9,9532.7,10859.2,11342.2,10095.3,11.2,17.1,2.7,587.0,1336.4,1712.6,24.6,167.9,0.2,10.8,6.6,-5.8
92,Ungheni,2003,,,,,,11.6,12.3,2.7,,,,,,,14.6,6.0,-0.7
92,Ungheni,2004,,,,,,12.3,11.3,3.1,,,,,,,15.9,6.2,1.0
92,Ungheni,2005,,,,,,11.5,13.0,3.2,,1595.5,2307.5,38.5,,,14.4,6.4,-1.5
92,Ungheni,2006,,,,,,12.0,12.0,3.5,,1604.8,2324.8,38.7,,,12.1,6.4,
92,Ungheni,2007,,,,,,12.2,11.7,3.3,,1606.4,2327.7,38.7,,,11.9,7.5,0.5
92,Ungheni,2008,,,,,,12.4,11.9,2.7,,1605.3,2327.5,38.7,720.9,2.5,14.5,7.6,0.5
92,Ungheni,2009,,,,,,13.0,11.6,3.3,,1606.6,2329.7,38.7,515.3,2.3,11.9,7.6,1.4
92,Ungheni,2010,,,,,,12.9,12.1,2.5,,1672.4,2368.3,39.1,626.8,2.2,14.5,7.3,0.8
92,Ungheni,2011,,,,,,12.6,11.3,2.9,,1678.0,2370.8,39.1,1137.4,3.3,12.1,6.8,1.3
92,Ungheni,2012,,,,,,13.1,11.0,3.0,,1679.4,2373.9,38.9,1388.1,3.8,10.5,6.9,2.1
92,Ungheni,2013,,,,,,12.9,10.7,3.1,,1646.1,2340.1,38.3,1615.0,4.1,8.6,7.3,2.2
92,Ungheni,2014,,,,,,16.3,12.9,3.9,,1651.4,2358.8,38.6,1847.8,4.3,7.7,8.3,3.4
92,Ungheni,2015,2805.4,3515.6,4459.8,5013.9,3724.3,16.3,13.6,3.9,624.6,1652.5,2363.2,38.6,1994.6,4.4,9.6,8.1,2.6
92,Ungheni,2016,3146.2,3719.5,4946.2,5226.9,4096.3,15.7,13.6,3.5,699.2,1775.9,2550.9,38.1,2287.6,4.8,12.1,7.7,2.0
92,Ungheni,2017,4482.8,4284.8,4512.3,4669.0,4600.1,15.6,12.5,2.6,760.5,1792.5,2586.3,38.5,2310.7,4.4,6.8,7.3,3.1
92,Ungheni,2018,3737.8,4672.6,5742.5,6852.4,5087.6,15.2,13.8,4.1,865.0,1793.5,2588.3,38.5,2462.2,4.3,12.2,6.8,1.4
92,Ungheni,2019,4420.0,5702.7,6290.9,7635.8,5827.5,13.4,13.0,5.4,992.8,1797.3,2595.6,38.5,2495.3,4.2,9.2,7.1,0.4
92,Ungheni,2020,4593.9,6482.4,6668.3,8563.0,6415.7,12.9,14.6,4.2,1057.9,1802.7,2602.8,38.6,2443.0,4.1,7.9,5.5,-1.7
92,Ungheni,2021,5243.9,6894.9,7601.5,8296.8,7140.5,12.4,16.3,4.2,1228.8,1809.0,2610.8,38.6,2872.7,4.0,4.7,8.0,-3.9
92,Ungheni,2022,6072.7,7690.4,9955.0,9986.6,8435.2,12.5,13.7,4.5,1417.6,1818.7,2624.1,38.8,2961.8,3.5,8.7,6.5,-1.2
92,Ungheni,2023,7801.9,9331.8,11459.1,11175.4,9917.8,11.8,13.4,5.3,1701.3,1824.6,2632.8,38.9,2565.4,2.9,14.8,6.0,-1.6
92,Ungheni,2024,8762.6,10609.6,12035.0,15211.0,11321.4,11.7,13.4,4.4,1925.0,1826.8,2639.2,38.9,2325.4,2.7,10.9,6.0,-1.7
96,UTA Gagauzia,2003,,,,,,11.0,11.8,12.2,,,,,,,15.6,10.2,-0.8
96,UTA Gagauzia,2004,,,,,,11.6,11.1,8.9,,,,,,,10.4,11.0,0.5
96,UTA Gagauzia,2005,,,,,,12.1,12.1,6.9,,2402.6,3540.2,50.6,,,6.3,11.4,
96,UTA Gagauzia,2006,,,,,,11.8,11.6,6.2,,2406.7,3547.4,50.6,,,13.3,12.4,0.2
96,UTA Gagauzia,2007,,,,,,11.9,12.3,7.9,,2420.0,3566.0,50.7,,,12.7,13.2,-0.4
96,UTA Gagauzia,2008,,,,,,12.4,10.9,5.6,,2430.6,3580.6,50.8,887.8,3.1,11.7,9.4,1.5
96,UTA Gagauzia,2009,,,,,,14.0,11.6,3.9,,2443.2,3599.2,51.0,746.4,3.3,13.2,8.9,2.4
96,UTA Gagauzia,2010,,,,,,12.7,11.7,3.2,,2459.2,3617.3,51.3,919.8,3.3,12.7,7.8,1.1
96,UTA Gagauzia,2011,,,,,,12.9,10.7,3.0,,2440.3,3583.1,50.4,1026.0,3.0,9.2,7.9,2.2
96,UTA Gagauzia,2012,,,,,,12.8,10.4,2.7,,2506.8,3597.7,50.6,1156.5,3.2,10.7,6.9,2.4
96,UTA Gagauzia,2013,,,,,,11.8,9.9,2.5,,2515.1,3610.2,50.7,1318.7,3.3,9.4,6.9,1.8
96,UTA Gagauzia,2014,,,,,,15.9,14.9,3.7,,2524.9,3623.7,50.8,1266.2,2.9,7.7,9.9,1.0
96,UTA Gagauzia,2015,2587.4,3455.3,3990.8,4889.2,3553.2,15.3,14.0,3.4,922.0,2534.0,3630.9,50.8,1406.7,3.1,8.7,8.4,1.3
96,UTA Gagauzia,2016,3016.5,3659.1,4359.1,5154.5,3867.1,15.0,13.1,2.9,1021.8,2927.8,4157.9,50.6,1567.4,3.3,7.8,7.7,1.9
96,UTA Gagauzia,2017,3316.2,4076.9,4841.0,5504.3,4268.2,13.4,13.2,2.6,1157.6,2935.0,4169.3,50.7,1928.0,3.6,6.2,6.6,0.3
96,UTA Gagauzia,2018,3808.4,4593.5,5409.3,6111.9,4799.5,12.8,13.0,2.8,1339.7,2940.0,4177.3,50.7,1952.5,3.5,9.0,6.2,-0.2
96,UTA Gagauzia,2019,4241.2,5753.5,6127.2,6904.9,5554.9,12.6,12.2,2.8,1568.9,2950.3,4191.1,50.8,1982.8,3.3,7.8,6.7,0.4
96,UTA Gagauzia,2020,4596.5,6410.6,7124.5,7650.8,6150.7,12.4,14.5,2.5,1770.2,2961.5,4206.6,50.9,2043.9,3.4,9.9,5.8,-2.1
96,UTA Gagauzia,2021,5450.2,6799.4,7910.9,8962.8,6999.6,12.0,16.0,3.1,2088.6,2973.1,4223.3,51.1,2506.1,3.6,6.9,6.5,-4.0
96,UTA Gagauzia,2022,6177.7,7526.2,8661.0,9803.2,7714.0,10.0,12.7,3.0,2241.9,2985.7,4241.0,51.2,3060.1,3.6,4.2,6.0,-2.7
96,UTA Gagauzia,2023,7194.4,8960.7,9388.2,10842.1,8771.5,9.4,12.5,2.7,2510.5,2997.5,4255.5,51.3,2736.9,3.1,11.9,5.9,-3.1
96,UTA Gagauzia,2024,7717.4,10407.3,11267.8,13206.7,10221.1,9.5,13.0,2.9,2819.7,3013.4,4288.2,51.3,2942.6,3.4,9.2,6.0,-3.5
