Raioane,Grupe de varsta,Ani,Medii,Sexe,value
Centru,50-54,2021,Total,Masculin,23081
Centru,50-54,2021,Total,Feminin,22984
Centru,50-54,2021,Urban,Total,7358
Centru,50-54,2021,Urban,Masculin,3291
Centru,50-54,2021,Urban,Feminin,4067
Centru,50-54,2021,Rural,Total,38707
Centru,50-54,2021,Rural,Masculin,19790
Centru,50-54,2021,Rural,Feminin,18917
Centru,50-54,2022,Total,Total,45098
Centru,50-54,2022,Total,Masculin,22493
Centru,50-54,2022,Total,Feminin,22605
Centru,50-54,2022,Urban,Total,7161
Centru,50-54,2022,Urban,Masculin,3250
Centru,50-54,2022,Urban,Feminin,3911
Centru,50-54,2022,Rural,Total,37937
Centru,50-54,2022,Rural,Masculin,19243
Centru,50-54,2022,Rural,Feminin,18694
Centru,50-54,2023,Total,Total,44453
Centru,50-54,2023,Total,Masculin,21782
Centru,50-54,2023,Total,Feminin,22671
Centru,50-54,2023,Urban,Total,7078
Centru,50-54,2023,Urban,Masculin,3197
Centru,50-54,2023,Urban,Feminin,3881
Centru,50-54,2023,Rural,Total,37375
Centru,50-54,2023,Rural,Masculin,18585
Centru,50-54,2023,Rural,Feminin,18790
Centru,50-54,2024,Total,Total,43247
Centru,50-54,2024,Total,Masculin,22042
Centru,50-54,2024,Total,Feminin,21205
Centru,50-54,2024,Urban,Total,7571
Centru,50-54,2024,Urban,Masculin,3712
Centru,50-54,2024,Urban,Feminin,3859
Centru,50-54,2024,Rural,Total,35676
Centru,50-54,2024,Rural,Masculin,18330
Centru,50-54,2024,Rural,Feminin,17346
Centru,50-54,2025,Total,Total,43711
Centru,50-54,2025,Total,Masculin,22237
Centru,50-54,2025,Total,Feminin,21474
Centru,50-54,2025,Urban,Total,7671
Centru,50-54,2025,Urban,Masculin,3791
Centru,50-54,2025,Urban,Feminin,3880
Centru,50-54,2025,Rural,Total,36040
Centru,50-54,2025,Rural,Masculin,18446
Centru,50-54,2025,Rural,Feminin,17594
Centru,50-54,2026,Total,Total,44163
Centru,50-54,2026,Total,Masculin,22369
Centru,50-54,2026,Total,Feminin,21794
Centru,50-54,2026,Urban,Total,7831
Centru,50-54,2026,Urban,Masculin,3843
Centru,50-54,2026,Urban,Feminin,3988
Centru,50-54,2026,Rural,Total,36332
Centru,50-54,2026,Rural,Masculin,18526
Centru,50-54,2026,Rural,Feminin,17806
Centru,55-59,2014,Total,Total,62803
Centru,55-59,2014,Total,Masculin,30027
Centru,55-59,2014,Total,Feminin,32776
Centru,55-59,2014,Urban,Total,11445
Centru,55-59,2014,Urban,Masculin,5251
Centru,55-59,2014,Urban,Feminin,6194
Centru,55-59,2014,Rural,Total,51358
Centru,55-59,2014,Rural,Masculin,24776
Centru,55-59,2014,Rural,Feminin,26582
Centru,55-59,2015,Total,Total,63615
Centru,55-59,2015,Total,Masculin,30601
Centru,55-59,2015,Total,Feminin,33014
Centru,55-59,2015,Urban,Total,11429
Centru,55-59,2015,Urban,Masculin,5261
Centru,55-59,2015,Urban,Feminin,6168
Centru,55-59,2015,Rural,Total,52186
Centru,55-59,2015,Rural,Masculin,25340
Centru,55-59,2015,Rural,Feminin,26846
Centru,55-59,2016,Total,Total,64298
Centru,55-59,2016,Total,Masculin,31008
Centru,55-59,2016,Total,Feminin,33290
Centru,55-59,2016,Urban,Total,11595
Centru,55-59,2016,Urban,Masculin,5294
Centru,55-59,2016,Urban,Feminin,6301
Centru,55-59,2016,Rural,Total,52703
Centru,55-59,2016,Rural,Masculin,25714
Centru,55-59,2016,Rural,Feminin,26989
Centru,55-59,2017,Total,Total,63762
Centru,55-59,2017,Total,Masculin,30831
Centru,55-59,2017,Total,Feminin,32931
Centru,55-59,2017,Urban,Total,11581
Centru,55-59,2017,Urban,Masculin,5281
Centru,55-59,2017,Urban,Feminin,6300
Centru,55-59,2017,Rural,Total,52181
Centru,55-59,2017,Rural,Masculin,25550
Centru,55-59,2017,Rural,Feminin,26631
Centru,55-59,2018,Total,Total,62360
Centru,55-59,2018,Total,Masculin,30100
Centru,55-59,2018,Total,Feminin,32260
Centru,55-59,2018,Urban,Total,11350
Centru,55-59,2018,Urban,Masculin,5167
Centru,55-59,2018,Urban,Feminin,6183
Centru,55-59,2018,Rural,Total,51010
Centru,55-59,2018,Rural,Masculin,24933
Centru,55-59,2018,Rural,Feminin,26077
Centru,55-59,2019,Total,Total,60512
Centru,55-59,2019,Total,Masculin,29204
Centru,55-59,2019,Total,Feminin,31308
Centru,55-59,2019,Urban,Total,11019
Centru,55-59,2019,Urban,Masculin,4985
Centru,55-59,2019,Urban,Feminin,6034
Centru,55-59,2019,Rural,Total,49493
Centru,55-59,2019,Rural,Masculin,24219
Centru,55-59,2019,Rural,Feminin,25274
Centru,55-59,2020,Total,Total,57346
Centru,55-59,2020,Total,Masculin,27694
Centru,55-59,2020,Total,Feminin,29652
Centru,55-59,2020,Urban,Total,10337
Centru,55-59,2020,Urban,Masculin,4599
Centru,55-59,2020,Urban,Feminin,5738
Centru,55-59,2020,Rural,Total,47009
Centru,55-59,2020,Rural,Masculin,23095
Centru,55-59,2020,Rural,Feminin,23914
Centru,55-59,2021,Total,Total,54322
Centru,55-59,2021,Total,Masculin,26053
Centru,55-59,2021,Total,Feminin,28269
Centru,55-59,2021,Urban,Total,9639
Centru,55-59,2021,Urban,Masculin,4253
Centru,55-59,2021,Urban,Feminin,5386
Centru,55-59,2021,Rural,Total,44683
Centru,55-59,2021,Rural,Masculin,21800
Centru,55-59,2021,Rural,Feminin,22883
Centru,55-59,2022,Total,Total,51292
Centru,55-59,2022,Total,Masculin,24586
Centru,55-59,2022,Total,Feminin,26706
Centru,55-59,2022,Urban,Total,8931
Centru,55-59,2022,Urban,Masculin,3925
Centru,55-59,2022,Urban,Feminin,5006
Centru,55-59,2022,Rural,Total,42361
Centru,55-59,2022,Rural,Masculin,20661
Centru,55-59,2022,Rural,Feminin,21700
Centru,55-59,2023,Total,Total,48665
Centru,55-59,2023,Total,Masculin,23371
Centru,55-59,2023,Total,Feminin,25294
Centru,55-59,2023,Urban,Total,8241
Centru,55-59,2023,Urban,Masculin,3588
Centru,55-59,2023,Urban,Feminin,4653
Centru,55-59,2023,Rural,Total,40424
Centru,55-59,2023,Rural,Masculin,19783
Centru,55-59,2023,Rural,Feminin,20641
Centru,55-59,2024,Total,Total,46268
Centru,55-59,2024,Total,Masculin,22632
Centru,55-59,2024,Total,Feminin,23636
Centru,55-59,2024,Urban,Total,8257
Centru,55-59,2024,Urban,Masculin,3699
Centru,55-59,2024,Urban,Feminin,4558
Centru,55-59,2024,Rural,Total,38011
Centru,55-59,2024,Rural,Masculin,18933
Centru,55-59,2024,Rural,Feminin,19078
Centru,55-59,2025,Total,Total,44841
Centru,55-59,2025,Total,Masculin,22117
Centru,55-59,2025,Total,Feminin,22724
Centru,55-59,2025,Urban,Total,7846
Centru,55-59,2025,Urban,Masculin,3525
Centru,55-59,2025,Urban,Feminin,4321
Centru,55-59,2025,Rural,Total,36995
Centru,55-59,2025,Rural,Masculin,18592
Centru,55-59,2025,Rural,Feminin,18403
Centru,55-59,2026,Total,Total,44133
Centru,55-59,2026,Total,Masculin,21813
Centru,55-59,2026,Total,Feminin,22320
Centru,55-59,2026,Urban,Total,7657
Centru,55-59,2026,Urban,Masculin,3440
Centru,55-59,2026,Urban,Feminin,4217
Centru,55-59,2026,Rural,Total,36476
Centru,55-59,2026,Rural,Masculin,18373
Centru,55-59,2026,Rural,Feminin,18103
Centru,60-64,2014,Total,Total,57554
Centru,60-64,2014,Total,Masculin,26101
Centru,60-64,2014,Total,Feminin,31453
Centru,60-64,2014,Urban,Total,10457
Centru,60-64,2014,Urban,Masculin,4715
Centru,60-64,2014,Urban,Feminin,5742
Centru,60-64,2014,Rural,Total,47097
Centru,60-64,2014,Rural,Masculin,21386
Centru,60-64,2014,Rural,Feminin,25711
Centru,60-64,2015,Total,Total,56247
Centru,60-64,2015,Total,Masculin,25550
Centru,60-64,2015,Total,Feminin,30697
Centru,60-64,2015,Urban,Total,10307
Centru,60-64,2015,Urban,Masculin,4585
Centru,60-64,2015,Urban,Feminin,5722
Centru,60-64,2015,Rural,Total,45940
Centru,60-64,2015,Rural,Masculin,20965
Centru,60-64,2015,Rural,Feminin,24975
Centru,60-64,2016,Total,Total,55136
Centru,60-64,2016,Total,Masculin,25214
Centru,60-64,2016,Total,Feminin,29922
Centru,60-64,2016,Urban,Total,10129
Centru,60-64,2016,Urban,Masculin,4465
Centru,60-64,2016,Urban,Feminin,5664
Centru,60-64,2016,Rural,Total,45007
Centru,60-64,2016,Rural,Masculin,20749
Centru,60-64,2016,Rural,Feminin,24258
Centru,60-64,2017,Total,Total,54499
Centru,60-64,2017,Total,Masculin,24908
Centru,60-64,2017,Total,Feminin,29591
Centru,60-64,2017,Urban,Total,10024
Centru,60-64,2017,Urban,Masculin,4365
Centru,60-64,2017,Urban,Feminin,5659
Centru,60-64,2017,Rural,Total,44475
Centru,60-64,2017,Rural,Masculin,20543
Centru,60-64,2017,Rural,Feminin,23932
Centru,60-64,2018,Total,Total,55019
Centru,60-64,2018,Total,Masculin,25229
Centru,60-64,2018,Total,Feminin,29790
Centru,60-64,2018,Urban,Total,10061
Centru,60-64,2018,Urban,Masculin,4396
Centru,60-64,2018,Urban,Feminin,5665
Centru,60-64,2018,Rural,Total,44958
Centru,60-64,2018,Rural,Masculin,20833
Centru,60-64,2018,Rural,Feminin,24125
Centru,60-64,2019,Total,Total,56221
Centru,60-64,2019,Total,Masculin,25872
Centru,60-64,2019,Total,Feminin,30349
Centru,60-64,2019,Urban,Total,10273
Centru,60-64,2019,Urban,Masculin,4499
Centru,60-64,2019,Urban,Feminin,5774
Centru,60-64,2019,Rural,Total,45948
Centru,60-64,2019,Rural,Masculin,21373
Centru,60-64,2019,Rural,Feminin,24575
Centru,60-64,2020,Total,Total,57086
Centru,60-64,2020,Total,Masculin,26394
Centru,60-64,2020,Total,Feminin,30692
Centru,60-64,2020,Urban,Total,10396
Centru,60-64,2020,Urban,Masculin,4539
Centru,60-64,2020,Urban,Feminin,5857
Centru,60-64,2020,Rural,Total,46690
Centru,60-64,2020,Rural,Masculin,21855
Centru,60-64,2020,Rural,Feminin,24835
Centru,60-64,2021,Total,Total,58237
Centru,60-64,2021,Total,Masculin,26799
Centru,60-64,2021,Total,Feminin,31438
Centru,60-64,2021,Urban,Total,10666
Centru,60-64,2021,Urban,Masculin,4575
Centru,60-64,2021,Urban,Feminin,6091
Centru,60-64,2021,Rural,Total,47571
Centru,60-64,2021,Rural,Masculin,22224
Centru,60-64,2021,Rural,Feminin,25347
Centru,60-64,2022,Total,Total,58126
Centru,60-64,2022,Total,Masculin,26795
Centru,60-64,2022,Total,Feminin,31331
Centru,60-64,2022,Urban,Total,10609
Centru,60-64,2022,Urban,Masculin,4525
Centru,60-64,2022,Urban,Feminin,6084
Centru,60-64,2022,Rural,Total,47517
Centru,60-64,2022,Rural,Masculin,22270
Centru,60-64,2022,Rural,Feminin,25247
Centru,60-64,2023,Total,Total,57500
Centru,60-64,2023,Total,Masculin,26501
Centru,60-64,2023,Total,Feminin,30999
Centru,60-64,2023,Urban,Total,10539
Centru,60-64,2023,Urban,Masculin,4506
Centru,60-64,2023,Urban,Feminin,6033
Centru,60-64,2023,Rural,Total,46961
Centru,60-64,2023,Rural,Masculin,21995
Centru,60-64,2023,Rural,Feminin,24966
Centru,60-64,2024,Total,Total,55576
Centru,60-64,2024,Total,Masculin,25657
Centru,60-64,2024,Total,Feminin,29919
Centru,60-64,2024,Urban,Total,11077
Centru,60-64,2024,Urban,Masculin,4808
Centru,60-64,2024,Urban,Feminin,6269
Centru,60-64,2024,Rural,Total,44499
Centru,60-64,2024,Rural,Masculin,20849
Centru,60-64,2024,Rural,Feminin,23650
Centru,60-64,2025,Total,Total,53317
Centru,60-64,2025,Total,Masculin,24733
Centru,60-64,2025,Total,Feminin,28584
Centru,60-64,2025,Urban,Total,10517
Centru,60-64,2025,Urban,Masculin,4549
Centru,60-64,2025,Urban,Feminin,5968
Centru,60-64,2025,Rural,Total,42800
Centru,60-64,2025,Rural,Masculin,20184
Centru,60-64,2025,Rural,Feminin,22616
Centru,60-64,2026,Total,Total,51384
Centru,60-64,2026,Total,Masculin,23867
Centru,60-64,2026,Total,Feminin,27517
Centru,60-64,2026,Urban,Total,10029
Centru,60-64,2026,Urban,Masculin,4325
Centru,60-64,2026,Urban,Feminin,5704
Centru,60-64,2026,Rural,Total,41355
Centru,60-64,2026,Rural,Masculin,19542
Centru,60-64,2026,Rural,Feminin,21813
Centru,65-69,2014,Total,Total,26455
Centru,65-69,2014,Total,Masculin,11199
Centru,65-69,2014,Total,Feminin,15256
Centru,65-69,2014,Urban,Total,5021
Centru,65-69,2014,Urban,Masculin,2132
Centru,65-69,2014,Urban,Feminin,2889
Centru,65-69,2014,Rural,Total,21434
Centru,65-69,2014,Rural,Masculin,9067
Centru,65-69,2014,Rural,Feminin,12367
Centru,65-69,2015,Total,Total,33293
Centru,65-69,2015,Total,Masculin,14215
Centru,65-69,2015,Total,Feminin,19078
Centru,65-69,2015,Urban,Total,6219
Centru,65-69,2015,Urban,Masculin,2627
Centru,65-69,2015,Urban,Feminin,3592
Centru,65-69,2015,Rural,Total,27074
Centru,65-69,2015,Rural,Masculin,11588
Centru,65-69,2015,Rural,Feminin,15486
Centru,65-69,2016,Total,Total,40340
Centru,65-69,2016,Total,Masculin,17247
Centru,65-69,2016,Total,Feminin,23093
Centru,65-69,2016,Urban,Total,7513
Centru,65-69,2016,Urban,Masculin,3198
Centru,65-69,2016,Urban,Feminin,4315
Centru,65-69,2016,Rural,Total,32827
Centru,65-69,2016,Rural,Masculin,14049
Centru,65-69,2016,Rural,Feminin,18778
Centru,65-69,2017,Total,Total,45185
Centru,65-69,2017,Total,Masculin,19339
Centru,65-69,2017,Total,Feminin,25846
Centru,65-69,2017,Urban,Total,8372
Centru,65-69,2017,Urban,Masculin,3581
Centru,65-69,2017,Urban,Feminin,4791
Centru,65-69,2017,Rural,Total,36813
Centru,65-69,2017,Rural,Masculin,15758
Centru,65-69,2017,Rural,Feminin,21055
Centru,65-69,2018,Total,Total,48704
Centru,65-69,2018,Total,Masculin,20801
Centru,65-69,2018,Total,Feminin,27903
Centru,65-69,2018,Urban,Total,9002
Centru,65-69,2018,Urban,Masculin,3783
Centru,65-69,2018,Urban,Feminin,5219
Centru,65-69,2018,Rural,Total,39702
Centru,65-69,2018,Rural,Masculin,17018
Centru,65-69,2018,Rural,Feminin,22684
Centru,65-69,2019,Total,Total,49011
Centru,65-69,2019,Total,Masculin,20945
Centru,65-69,2019,Total,Feminin,28066
Centru,65-69,2019,Urban,Total,9060
Centru,65-69,2019,Urban,Masculin,3816
Centru,65-69,2019,Urban,Feminin,5244
Centru,65-69,2019,Rural,Total,39951
Centru,65-69,2019,Rural,Masculin,17129
Centru,65-69,2019,Rural,Feminin,22822
Centru,65-69,2020,Total,Total,48141
Centru,65-69,2020,Total,Masculin,20590
Centru,65-69,2020,Total,Feminin,27551
Centru,65-69,2020,Urban,Total,8942
Centru,65-69,2020,Urban,Masculin,3720
Centru,65-69,2020,Urban,Feminin,5222
Centru,65-69,2020,Rural,Total,39199
Centru,65-69,2020,Rural,Masculin,16870
Centru,65-69,2020,Rural,Feminin,22329
Centru,65-69,2021,Total,Total,47241
Centru,65-69,2021,Total,Masculin,20199
Centru,65-69,2021,Total,Feminin,27042
Centru,65-69,2021,Urban,Total,8771
Centru,65-69,2021,Urban,Masculin,3576
Centru,65-69,2021,Urban,Feminin,5195
Centru,65-69,2021,Rural,Total,38470
Centru,65-69,2021,Rural,Masculin,16623
Centru,65-69,2021,Rural,Feminin,21847
Centru,65-69,2022,Total,Total,46715
Centru,65-69,2022,Total,Masculin,19993
Centru,65-69,2022,Total,Feminin,26722
Centru,65-69,2022,Urban,Total,8683
Centru,65-69,2022,Urban,Masculin,3501
Centru,65-69,2022,Urban,Feminin,5182
Centru,65-69,2022,Rural,Total,38032
Centru,65-69,2022,Rural,Masculin,16492
Centru,65-69,2022,Rural,Feminin,21540
Centru,65-69,2023,Total,Total,47886
Centru,65-69,2023,Total,Masculin,20548
Centru,65-69,2023,Total,Feminin,27338
Centru,65-69,2023,Urban,Total,8864
Centru,65-69,2023,Urban,Masculin,3597
Centru,65-69,2023,Urban,Feminin,5267
Centru,65-69,2023,Rural,Total,39022
Centru,65-69,2023,Rural,Masculin,16951
Centru,65-69,2023,Rural,Feminin,22071
Centru,65-69,2024,Total,Total,50491
Centru,65-69,2024,Total,Masculin,21820
Centru,65-69,2024,Total,Feminin,28671
Centru,65-69,2024,Urban,Total,10123
Centru,65-69,2024,Urban,Masculin,4184
Centru,65-69,2024,Urban,Feminin,5939
Centru,65-69,2024,Rural,Total,40368
Centru,65-69,2024,Rural,Masculin,17636
Centru,65-69,2024,Rural,Feminin,22732
Centru,65-69,2025,Total,Total,51781
Centru,65-69,2025,Total,Masculin,22500
Centru,65-69,2025,Total,Feminin,29281
Centru,65-69,2025,Urban,Total,10347
Centru,65-69,2025,Urban,Masculin,4281
Centru,65-69,2025,Urban,Feminin,6066
Centru,65-69,2025,Rural,Total,41434
Centru,65-69,2025,Rural,Masculin,18219
Centru,65-69,2025,Rural,Feminin,23215
Centru,65-69,2026,Total,Total,52198
Centru,65-69,2026,Total,Masculin,22608
Centru,65-69,2026,Total,Feminin,29590
Centru,65-69,2026,Urban,Total,10478
Centru,65-69,2026,Urban,Masculin,4303
Centru,65-69,2026,Urban,Feminin,6175
Centru,65-69,2026,Rural,Total,41720
Centru,65-69,2026,Rural,Masculin,18305
Centru,65-69,2026,Rural,Feminin,23415
Centru,70-74,2014,Total,Total,23457
Centru,70-74,2014,Total,Masculin,9111
Centru,70-74,2014,Total,Feminin,14346
Centru,70-74,2014,Urban,Total,3727
Centru,70-74,2014,Urban,Masculin,1497
Centru,70-74,2014,Urban,Feminin,2230
Centru,70-74,2014,Rural,Total,19730
Centru,70-74,2014,Rural,Masculin,7614
Centru,70-74,2014,Rural,Feminin,12116
Centru,70-74,2015,Total,Total,22184
Centru,70-74,2015,Total,Masculin,8589
Centru,70-74,2015,Total,Feminin,13595
Centru,70-74,2015,Urban,Total,3595
Centru,70-74,2015,Urban,Masculin,1441
Centru,70-74,2015,Urban,Feminin,2154
Centru,70-74,2015,Rural,Total,18589
Centru,70-74,2015,Rural,Masculin,7148
Centru,70-74,2015,Rural,Feminin,11441
Centru,70-74,2016,Total,Total,19562
Centru,70-74,2016,Total,Masculin,7554
Centru,70-74,2016,Total,Feminin,12008
Centru,70-74,2016,Urban,Total,3281
Centru,70-74,2016,Urban,Masculin,1325
Centru,70-74,2016,Urban,Feminin,1956
Centru,70-74,2016,Rural,Total,16281
Centru,70-74,2016,Rural,Masculin,6229
Centru,70-74,2016,Rural,Feminin,10052
Centru,70-74,2017,Total,Total,18008
Centru,70-74,2017,Total,Masculin,6960
Centru,70-74,2017,Total,Feminin,11048
Centru,70-74,2017,Urban,Total,3175
Centru,70-74,2017,Urban,Masculin,1257
Centru,70-74,2017,Urban,Feminin,1918
Centru,70-74,2017,Rural,Total,14833
Centru,70-74,2017,Rural,Masculin,5703
Centru,70-74,2017,Rural,Feminin,9130
Centru,70-74,2018,Total,Total,17922
Centru,70-74,2018,Total,Masculin,7033
Centru,70-74,2018,Total,Feminin,10889
Centru,70-74,2018,Urban,Total,3330
Centru,70-74,2018,Urban,Masculin,1333
Centru,70-74,2018,Urban,Feminin,1997
Centru,70-74,2018,Rural,Total,14592
Centru,70-74,2018,Rural,Masculin,5700
Centru,70-74,2018,Rural,Feminin,8892
Centru,70-74,2019,Total,Total,21273
Centru,70-74,2019,Total,Masculin,8471
Centru,70-74,2019,Total,Feminin,12802
Centru,70-74,2019,Urban,Total,4114
Centru,70-74,2019,Urban,Masculin,1623
Centru,70-74,2019,Urban,Feminin,2491
Centru,70-74,2019,Rural,Total,17159
Centru,70-74,2019,Rural,Masculin,6848
Centru,70-74,2019,Rural,Feminin,10311
Centru,70-74,2020,Total,Total,26985
Centru,70-74,2020,Total,Masculin,10805
Centru,70-74,2020,Total,Feminin,16180
Centru,70-74,2020,Urban,Total,5154
Centru,70-74,2020,Urban,Masculin,2006
Centru,70-74,2020,Urban,Feminin,3148
Centru,70-74,2020,Rural,Total,21831
Centru,70-74,2020,Rural,Masculin,8799
Centru,70-74,2020,Rural,Feminin,13032
Centru,70-74,2021,Total,Total,32718
Centru,70-74,2021,Total,Masculin,13056
Centru,70-74,2021,Total,Feminin,19662
Centru,70-74,2021,Urban,Total,6173
Centru,70-74,2021,Urban,Masculin,2414
Centru,70-74,2021,Urban,Feminin,3759
Centru,70-74,2021,Rural,Total,26545
Centru,70-74,2021,Rural,Masculin,10642
Centru,70-74,2021,Rural,Feminin,15903
Centru,70-74,2022,Total,Total,36396
Centru,70-74,2022,Total,Masculin,14454
Centru,70-74,2022,Total,Feminin,21942
Centru,70-74,2022,Urban,Total,6766
Centru,70-74,2022,Urban,Masculin,2654
Centru,70-74,2022,Urban,Feminin,4112
Centru,70-74,2022,Rural,Total,29630
Centru,70-74,2022,Rural,Masculin,11800
Centru,70-74,2022,Rural,Feminin,17830
Centru,70-74,2023,Total,Total,39329
Centru,70-74,2023,Total,Masculin,15547
Centru,70-74,2023,Total,Feminin,23782
Centru,70-74,2023,Urban,Total,7292
Centru,70-74,2023,Urban,Masculin,2774
Centru,70-74,2023,Urban,Feminin,4518
Centru,70-74,2023,Rural,Total,32037
Centru,70-74,2023,Rural,Masculin,12773
Centru,70-74,2023,Rural,Feminin,19264
Centru,70-74,2024,Total,Total,39466
Centru,70-74,2024,Total,Masculin,15617
Centru,70-74,2024,Total,Feminin,23849
Centru,70-74,2024,Urban,Total,7913
Centru,70-74,2024,Urban,Masculin,3134
Centru,70-74,2024,Urban,Feminin,4779
Centru,70-74,2024,Rural,Total,31553
Centru,70-74,2024,Rural,Masculin,12483
Centru,70-74,2024,Rural,Feminin,19070
Centru,70-74,2025,Total,Total,39533
Centru,70-74,2025,Total,Masculin,15599
Centru,70-74,2025,Total,Feminin,23934
Centru,70-74,2025,Urban,Total,8056
Centru,70-74,2025,Urban,Masculin,3171
Centru,70-74,2025,Urban,Feminin,4885
Centru,70-74,2025,Rural,Total,31477
Centru,70-74,2025,Rural,Masculin,12428
Centru,70-74,2025,Rural,Feminin,19049
Centru,70-74,2026,Total,Total,39315
Centru,70-74,2026,Total,Masculin,15460
Centru,70-74,2026,Total,Feminin,23855
Centru,70-74,2026,Urban,Total,8062
Centru,70-74,2026,Urban,Masculin,3137
Centru,70-74,2026,Urban,Feminin,4925
Centru,70-74,2026,Rural,Total,31253
Centru,70-74,2026,Rural,Masculin,12323
Centru,70-74,2026,Rural,Feminin,18930
Centru,75 peste,2014,Total,Total,33605
Centru,75 peste,2014,Total,Masculin,11575
Centru,75 peste,2014,Total,Feminin,22030
Centru,75 peste,2014,Urban,Total,4894
Centru,75 peste,2014,Urban,Masculin,1622
Centru,75 peste,2014,Urban,Feminin,3272
Centru,75 peste,2014,Rural,Total,28711
Centru,75 peste,2014,Rural,Masculin,9953
Centru,75 peste,2014,Rural,Feminin,18758
Centru,75 peste,2015,Total,Total,33148
Centru,75 peste,2015,Total,Masculin,11359
Centru,75 peste,2015,Total,Feminin,21789
Centru,75 peste,2015,Urban,Total,4876
Centru,75 peste,2015,Urban,Masculin,1639
Centru,75 peste,2015,Urban,Feminin,3237
Centru,75 peste,2015,Rural,Total,28272
Centru,75 peste,2015,Rural,Masculin,9720
Centru,75 peste,2015,Rural,Feminin,18552
Centru,75 peste,2016,Total,Total,32722
Centru,75 peste,2016,Total,Masculin,11230
Centru,75 peste,2016,Total,Feminin,21492
Centru,75 peste,2016,Urban,Total,4870
Centru,75 peste,2016,Urban,Masculin,1651
Centru,75 peste,2016,Urban,Feminin,3219
Centru,75 peste,2016,Rural,Total,27852
Centru,75 peste,2016,Rural,Masculin,9579
Centru,75 peste,2016,Rural,Feminin,18273
Centru,75 peste,2017,Total,Total,33097
Centru,75 peste,2017,Total,Masculin,11390
Centru,75 peste,2017,Total,Feminin,21707
Centru,75 peste,2017,Urban,Total,4996
Centru,75 peste,2017,Urban,Masculin,1710
Centru,75 peste,2017,Urban,Feminin,3286
Centru,75 peste,2017,Rural,Total,28101
Centru,75 peste,2017,Rural,Masculin,9680
Centru,75 peste,2017,Rural,Feminin,18421
Centru,75 peste,2018,Total,Total,32773
Centru,75 peste,2018,Total,Masculin,11223
Centru,75 peste,2018,Total,Feminin,21550
Centru,75 peste,2018,Urban,Total,4988
Centru,75 peste,2018,Urban,Masculin,1696
Centru,75 peste,2018,Urban,Feminin,3292
Centru,75 peste,2018,Rural,Total,27785
Centru,75 peste,2018,Rural,Masculin,9527
Centru,75 peste,2018,Rural,Feminin,18258
Centru,75 peste,2019,Total,Total,31849
