domain,cause,sex,age_group,indicator,year,value
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2014,105.6
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2014,36.8
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2014,37.0
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2015,106.3
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2015,107.2
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2015,37.5
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2015,37.8
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2016,102.6
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2016,102.7
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2016,36.6
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2016,36.9
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2017,100.0
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2017,100.3
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2017,36.3
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2017,36.4
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2018,80.9
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2018,81.4
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2018,29.9
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2018,30.1
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2019,77.0
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2019,77.2
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2019,28.9
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2019,29.0
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2020,56.7
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2020,57.0
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2020,21.5
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2020,21.6
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2021,65.5
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2021,65.7
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2021,25.2
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2021,25.3
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2022,72.0
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2022,72.2
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2022,28.5
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2022,28.6
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2023,72.5
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2023,72.7
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2023,29.5
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2023,29.6
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2024,74.8
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2024,75.1
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2024,31.1
SAN020200,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2024,31.3
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2014,3.8
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2014,14.8
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2014,1.3
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2014,5.2
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2015,3.8
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2015,14.8
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2015,1.3
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2015,5.2
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2016,4.0
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2016,15.0
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2016,1.4
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2016,5.4
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2017,3.4
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2017,14.3
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2017,1.2
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2017,5.2
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2018,3.3
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2018,13.7
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2018,1.2
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2018,5.1
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2019,3.1
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2019,13.4
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2019,1.2
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2019,5.0
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2020,1.6
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2020,11.0
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2020,0.6
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2020,4.2
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2021,1.8
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2021,11.4
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2021,0.7
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2021,4.4
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2022,2.2
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2022,11.9
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2022,0.9
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2022,4.7
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2023,1.8
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2023,11.6
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2023,0.7
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2023,4.7
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2024,2.0
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2024,11.9
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2024,0.8
SAN020200,"Malformatii congenitale, deformatii si anomalii cromozomiale",Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2024,5.0
SAN020200,Total,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2014,1127.0
SAN020200,Total,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2014,2745.8
SAN020200,Total,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2014,394.4
SAN020200,Total,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2014,960.8
SAN020200,Total,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2015,1161.3
SAN020200,Total,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2015,2831.4
SAN020200,Total,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2015,409.5
SAN020200,Total,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2015,998.4
SAN020200,Total,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2016,1152.9
SAN020200,Total,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2016,2838.0
SAN020200,Total,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2016,411.3
SAN020200,Total,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2016,1012.4
SAN020200,Total,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2017,1179.7
SAN020200,Total,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2017,2941.4
SAN020200,Total,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2017,428.2
SAN020200,Total,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2017,1067.6
SAN020200,Total,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2018,1126.1
SAN020200,Total,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2018,2937.3
SAN020200,Total,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2018,416.0
SAN020200,Total,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2018,1085.0
SAN020200,Total,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2019,1124.0
SAN020200,Total,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2019,3022.6
SAN020200,Total,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2019,421.9
SAN020200,Total,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2019,1134.5
SAN020200,Total,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2020,920.1
SAN020200,Total,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2020,2719.2
SAN020200,Total,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2020,349.2
SAN020200,Total,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2020,1031.9
SAN020200,Total,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2021,1056.7
SAN020200,Total,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2021,2931.3
SAN020200,Total,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2021,407.1
SAN020200,Total,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2021,1129.2
SAN020200,Total,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2022,1130.7
SAN020200,Total,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2022,3024.6
SAN020200,Total,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2022,447.1
SAN020200,Total,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2022,1196.1
SAN020200,Total,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2023,988.9
SAN020200,Total,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2023,2925.9
SAN020200,Total,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2023,402.4
SAN020200,Total,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2023,1190.5
SAN020200,Total,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2024,937.0
SAN020200,Total,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2024,2948.5
SAN020200,Total,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2024,390.0
SAN020200,Total,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2024,1227.4
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2014,20.3
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2014,159.8
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2014,7.1
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2014,55.9
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2015,11.2
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2015,150.8
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2015,3.9
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2015,53.2
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2016,8.9
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2016,151.5
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2016,3.2
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2016,54.5
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2017,10.1
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2017,151.7
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2017,3.7
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2017,55.1
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2018,9.0
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2018,147.0
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2018,3.3
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2018,54.3
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2019,8.9
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2019,143.6
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2019,3.3
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2019,53.9
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2020,6.8
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2020,142.1
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2020,2.6
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2020,53.9
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2021,8.6
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2021,142.1
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2021,3.3
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2021,54.7
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2022,9.3
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2022,139.3
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2022,3.7
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2022,55.1
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2023,10.2
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Prevalenta (total bolnavi inregistrati pe parcursul anului)",2023,143.3
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data),2023,4.2
SAN020200,Tulburari mentale si de comportament,Total,Total,La 1000 locuitori | Prevalenta (total bolnavi inregistrati pe parcursul anului),2023,58.3
SAN020200,Tulburari mentale si de comportament,Total,Total,"Cazuri, mii | Incidenta (bolnavi aflati in evidenta cu diagnosticul stabilit pentru prima data)",2024,9.6
