domain,cause,sex,age_group,indicator,year,value
SAN020700,Tuberculoza activa,Femei,Grupe de virsta - total,Incidenta (caz nou),2019,509.0
SAN020700,Tuberculoza activa,Femei,Grupe de virsta - total,La 100000 locuitori,2019,36.6
SAN020700,Tuberculoza activa,Ambele sexe,0-14 ani,Incidenta (caz nou),2020,41.0
SAN020700,Tuberculoza activa,Ambele sexe,0-14 ani,La 100000 locuitori,2020,8.5
SAN020700,Tuberculoza activa,Ambele sexe,15-24 ani,Incidenta (caz nou),2020,82.0
SAN020700,Tuberculoza activa,Ambele sexe,15-24 ani,La 100000 locuitori,2020,29.6
SAN020700,Tuberculoza activa,Ambele sexe,25-34 ani,Incidenta (caz nou),2020,215.0
SAN020700,Tuberculoza activa,Ambele sexe,25-34 ani,La 100000 locuitori,2020,54.1
SAN020700,Tuberculoza activa,Ambele sexe,35-44 ani,Incidenta (caz nou),2020,278.0
SAN020700,Tuberculoza activa,Ambele sexe,35-44 ani,La 100000 locuitori,2020,74.1
SAN020700,Tuberculoza activa,Ambele sexe,45-54 ani,Incidenta (caz nou),2020,211.0
SAN020700,Tuberculoza activa,Ambele sexe,45-54 ani,La 100000 locuitori,2020,63.5
SAN020700,Tuberculoza activa,Ambele sexe,55-64 ani,Incidenta (caz nou),2020,216.0
SAN020700,Tuberculoza activa,Ambele sexe,55-64 ani,La 100000 locuitori,2020,56.3
SAN020700,Tuberculoza activa,Ambele sexe,65 ani si peste,Incidenta (caz nou),2020,80.0
SAN020700,Tuberculoza activa,Ambele sexe,65 ani si peste,La 100000 locuitori,2020,20.8
SAN020700,Tuberculoza activa,Ambele sexe,Grupe de virsta - total,Incidenta (caz nou),2020,1123.0
SAN020700,Tuberculoza activa,Ambele sexe,Grupe de virsta - total,La 100000 locuitori,2020,42.6
SAN020700,Tuberculoza activa,Barbati,0-14 ani,Incidenta (caz nou),2020,20.0
SAN020700,Tuberculoza activa,Barbati,0-14 ani,La 100000 locuitori,2020,8.0
SAN020700,Tuberculoza activa,Barbati,15-24 ani,Incidenta (caz nou),2020,51.0
SAN020700,Tuberculoza activa,Barbati,15-24 ani,La 100000 locuitori,2020,36.0
SAN020700,Tuberculoza activa,Barbati,25-34 ani,Incidenta (caz nou),2020,155.0
SAN020700,Tuberculoza activa,Barbati,25-34 ani,La 100000 locuitori,2020,78.1
SAN020700,Tuberculoza activa,Barbati,35-44 ani,Incidenta (caz nou),2020,225.0
SAN020700,Tuberculoza activa,Barbati,35-44 ani,La 100000 locuitori,2020,120.8
SAN020700,Tuberculoza activa,Barbati,45-54 ani,Incidenta (caz nou),2020,169.0
SAN020700,Tuberculoza activa,Barbati,45-54 ani,La 100000 locuitori,2020,104.5
SAN020700,Tuberculoza activa,Barbati,55-64 ani,Incidenta (caz nou),2020,169.0
SAN020700,Tuberculoza activa,Barbati,55-64 ani,La 100000 locuitori,2020,97.1
SAN020700,Tuberculoza activa,Barbati,65 ani si peste,Incidenta (caz nou),2020,56.0
SAN020700,Tuberculoza activa,Barbati,65 ani si peste,La 100000 locuitori,2020,38.3
SAN020700,Tuberculoza activa,Barbati,Grupe de virsta - total,Incidenta (caz nou),2020,845.0
SAN020700,Tuberculoza activa,Barbati,Grupe de virsta - total,La 100000 locuitori,2020,67.2
SAN020700,Tuberculoza activa,Femei,0-14 ani,Incidenta (caz nou),2020,21.0
SAN020700,Tuberculoza activa,Femei,0-14 ani,La 100000 locuitori,2020,8.9
SAN020700,Tuberculoza activa,Femei,15-24 ani,Incidenta (caz nou),2020,31.0
SAN020700,Tuberculoza activa,Femei,15-24 ani,La 100000 locuitori,2020,22.9
SAN020700,Tuberculoza activa,Femei,25-34 ani,Incidenta (caz nou),2020,60.0
SAN020700,Tuberculoza activa,Femei,25-34 ani,La 100000 locuitori,2020,30.2
SAN020700,Tuberculoza activa,Femei,35-44 ani,Incidenta (caz nou),2020,53.0
SAN020700,Tuberculoza activa,Femei,35-44 ani,La 100000 locuitori,2020,28.0
SAN020700,Tuberculoza activa,Femei,45-54 ani,Incidenta (caz nou),2020,42.0
SAN020700,Tuberculoza activa,Femei,45-54 ani,La 100000 locuitori,2020,24.6
SAN020700,Tuberculoza activa,Femei,55-64 ani,Incidenta (caz nou),2020,47.0
SAN020700,Tuberculoza activa,Femei,55-64 ani,La 100000 locuitori,2020,22.5
SAN020700,Tuberculoza activa,Femei,65 ani si peste,Incidenta (caz nou),2020,24.0
SAN020700,Tuberculoza activa,Femei,65 ani si peste,La 100000 locuitori,2020,10.0
SAN020700,Tuberculoza activa,Femei,Grupe de virsta - total,Incidenta (caz nou),2020,278.0
SAN020700,Tuberculoza activa,Femei,Grupe de virsta - total,La 100000 locuitori,2020,20.2
SAN020700,Tuberculoza activa,Ambele sexe,0-14 ani,Incidenta (caz nou),2021,78.0
SAN020700,Tuberculoza activa,Ambele sexe,0-14 ani,La 100000 locuitori,2021,16.4
SAN020700,Tuberculoza activa,Ambele sexe,15-24 ani,Incidenta (caz nou),2021,70.0
SAN020700,Tuberculoza activa,Ambele sexe,15-24 ani,La 100000 locuitori,2021,26.4
SAN020700,Tuberculoza activa,Ambele sexe,25-34 ani,Incidenta (caz nou),2021,261.0
SAN020700,Tuberculoza activa,Ambele sexe,25-34 ani,La 100000 locuitori,2021,69.2
SAN020700,Tuberculoza activa,Ambele sexe,35-44 ani,Incidenta (caz nou),2021,331.0
SAN020700,Tuberculoza activa,Ambele sexe,35-44 ani,La 100000 locuitori,2021,87.1
SAN020700,Tuberculoza activa,Ambele sexe,45-54 ani,Incidenta (caz nou),2021,296.0
SAN020700,Tuberculoza activa,Ambele sexe,45-54 ani,La 100000 locuitori,2021,89.2
SAN020700,Tuberculoza activa,Ambele sexe,55-64 ani,Incidenta (caz nou),2021,214.0
SAN020700,Tuberculoza activa,Ambele sexe,55-64 ani,La 100000 locuitori,2021,57.0
SAN020700,Tuberculoza activa,Ambele sexe,65 ani si peste,Incidenta (caz nou),2021,116.0
SAN020700,Tuberculoza activa,Ambele sexe,65 ani si peste,La 100000 locuitori,2021,29.7
SAN020700,Tuberculoza activa,Ambele sexe,Grupe de virsta - total,Incidenta (caz nou),2021,1366.0
SAN020700,Tuberculoza activa,Ambele sexe,Grupe de virsta - total,La 100000 locuitori,2021,52.6
SAN020700,Tuberculoza activa,Barbati,0-14 ani,Incidenta (caz nou),2021,30.0
SAN020700,Tuberculoza activa,Barbati,0-14 ani,La 100000 locuitori,2021,12.3
SAN020700,Tuberculoza activa,Barbati,15-24 ani,Incidenta (caz nou),2021,45.0
SAN020700,Tuberculoza activa,Barbati,15-24 ani,La 100000 locuitori,2021,33.2
SAN020700,Tuberculoza activa,Barbati,25-34 ani,Incidenta (caz nou),2021,176.0
SAN020700,Tuberculoza activa,Barbati,25-34 ani,La 100000 locuitori,2021,93.5
SAN020700,Tuberculoza activa,Barbati,35-44 ani,Incidenta (caz nou),2021,269.0
SAN020700,Tuberculoza activa,Barbati,35-44 ani,La 100000 locuitori,2021,142.8
SAN020700,Tuberculoza activa,Barbati,45-54 ani,Incidenta (caz nou),2021,248.0
SAN020700,Tuberculoza activa,Barbati,45-54 ani,La 100000 locuitori,2021,153.9
SAN020700,Tuberculoza activa,Barbati,55-64 ani,Incidenta (caz nou),2021,179.0
SAN020700,Tuberculoza activa,Barbati,55-64 ani,La 100000 locuitori,2021,105.2
SAN020700,Tuberculoza activa,Barbati,65 ani si peste,Incidenta (caz nou),2021,78.0
SAN020700,Tuberculoza activa,Barbati,65 ani si peste,La 100000 locuitori,2021,52.8
SAN020700,Tuberculoza activa,Barbati,Grupe de virsta - total,Incidenta (caz nou),2021,1025.0
SAN020700,Tuberculoza activa,Barbati,Grupe de virsta - total,La 100000 locuitori,2021,83.0
SAN020700,Tuberculoza activa,Femei,0-14 ani,Incidenta (caz nou),2021,48.0
SAN020700,Tuberculoza activa,Femei,0-14 ani,La 100000 locuitori,2021,20.8
SAN020700,Tuberculoza activa,Femei,15-24 ani,Incidenta (caz nou),2021,25.0
SAN020700,Tuberculoza activa,Femei,15-24 ani,La 100000 locuitori,2021,19.3
SAN020700,Tuberculoza activa,Femei,25-34 ani,Incidenta (caz nou),2021,85.0
SAN020700,Tuberculoza activa,Femei,25-34 ani,La 100000 locuitori,2021,44.9
SAN020700,Tuberculoza activa,Femei,35-44 ani,Incidenta (caz nou),2021,62.0
SAN020700,Tuberculoza activa,Femei,35-44 ani,La 100000 locuitori,2021,32.3
SAN020700,Tuberculoza activa,Femei,45-54 ani,Incidenta (caz nou),2021,48.0
SAN020700,Tuberculoza activa,Femei,45-54 ani,La 100000 locuitori,2021,28.1
SAN020700,Tuberculoza activa,Femei,55-64 ani,Incidenta (caz nou),2021,35.0
SAN020700,Tuberculoza activa,Femei,55-64 ani,La 100000 locuitori,2021,17.0
SAN020700,Tuberculoza activa,Femei,65 ani si peste,Incidenta (caz nou),2021,38.0
SAN020700,Tuberculoza activa,Femei,65 ani si peste,La 100000 locuitori,2021,15.6
SAN020700,Tuberculoza activa,Femei,Grupe de virsta - total,Incidenta (caz nou),2021,341.0
SAN020700,Tuberculoza activa,Femei,Grupe de virsta - total,La 100000 locuitori,2021,25.1
SAN020700,Tuberculoza activa,Ambele sexe,0-14 ani,Incidenta (caz nou),2022,74.0
SAN020700,Tuberculoza activa,Ambele sexe,0-14 ani,La 100000 locuitori,2022,16.2
SAN020700,Tuberculoza activa,Ambele sexe,15-24 ani,Incidenta (caz nou),2022,81.0
SAN020700,Tuberculoza activa,Ambele sexe,15-24 ani,La 100000 locuitori,2022,32.2
SAN020700,Tuberculoza activa,Ambele sexe,25-34 ani,Incidenta (caz nou),2022,228.0
SAN020700,Tuberculoza activa,Ambele sexe,25-34 ani,La 100000 locuitori,2022,65.5
SAN020700,Tuberculoza activa,Ambele sexe,35-44 ani,Incidenta (caz nou),2022,366.0
SAN020700,Tuberculoza activa,Ambele sexe,35-44 ani,La 100000 locuitori,2022,96.2
SAN020700,Tuberculoza activa,Ambele sexe,45-54 ani,Incidenta (caz nou),2022,324.0
SAN020700,Tuberculoza activa,Ambele sexe,45-54 ani,La 100000 locuitori,2022,99.3
SAN020700,Tuberculoza activa,Ambele sexe,55-64 ani,Incidenta (caz nou),2022,212.0
SAN020700,Tuberculoza activa,Ambele sexe,55-64 ani,La 100000 locuitori,2022,58.0
SAN020700,Tuberculoza activa,Ambele sexe,65 ani si peste,Incidenta (caz nou),2022,127.0
SAN020700,Tuberculoza activa,Ambele sexe,65 ani si peste,La 100000 locuitori,2022,31.8
SAN020700,Tuberculoza activa,Ambele sexe,Grupe de virsta - total,Incidenta (caz nou),2022,1412.0
SAN020700,Tuberculoza activa,Ambele sexe,Grupe de virsta - total,La 100000 locuitori,2022,55.8
SAN020700,Tuberculoza activa,Barbati,0-14 ani,Incidenta (caz nou),2022,36.0
SAN020700,Tuberculoza activa,Barbati,0-14 ani,La 100000 locuitori,2022,15.3
SAN020700,Tuberculoza activa,Barbati,15-24 ani,Incidenta (caz nou),2022,50.0
SAN020700,Tuberculoza activa,Barbati,15-24 ani,La 100000 locuitori,2022,39.2
SAN020700,Tuberculoza activa,Barbati,25-34 ani,Incidenta (caz nou),2022,167.0
SAN020700,Tuberculoza activa,Barbati,25-34 ani,La 100000 locuitori,2022,97.5
SAN020700,Tuberculoza activa,Barbati,35-44 ani,Incidenta (caz nou),2022,293.0
SAN020700,Tuberculoza activa,Barbati,35-44 ani,La 100000 locuitori,2022,156.6
SAN020700,Tuberculoza activa,Barbati,45-54 ani,Incidenta (caz nou),2022,265.0
SAN020700,Tuberculoza activa,Barbati,45-54 ani,La 100000 locuitori,2022,168.0
SAN020700,Tuberculoza activa,Barbati,55-64 ani,Incidenta (caz nou),2022,171.0
SAN020700,Tuberculoza activa,Barbati,55-64 ani,La 100000 locuitori,2022,103.2
SAN020700,Tuberculoza activa,Barbati,65 ani si peste,Incidenta (caz nou),2022,77.0
SAN020700,Tuberculoza activa,Barbati,65 ani si peste,La 100000 locuitori,2022,51.2
SAN020700,Tuberculoza activa,Barbati,Grupe de virsta - total,Incidenta (caz nou),2022,1059.0
SAN020700,Tuberculoza activa,Barbati,Grupe de virsta - total,La 100000 locuitori,2022,88.6
SAN020700,Tuberculoza activa,Femei,0-14 ani,Incidenta (caz nou),2022,38.0
SAN020700,Tuberculoza activa,Femei,0-14 ani,La 100000 locuitori,2022,17.1
SAN020700,Tuberculoza activa,Femei,15-24 ani,Incidenta (caz nou),2022,31.0
SAN020700,Tuberculoza activa,Femei,15-24 ani,La 100000 locuitori,2022,25.0
SAN020700,Tuberculoza activa,Femei,25-34 ani,Incidenta (caz nou),2022,61.0
SAN020700,Tuberculoza activa,Femei,25-34 ani,La 100000 locuitori,2022,34.5
SAN020700,Tuberculoza activa,Femei,35-44 ani,Incidenta (caz nou),2022,73.0
SAN020700,Tuberculoza activa,Femei,35-44 ani,La 100000 locuitori,2022,37.7
SAN020700,Tuberculoza activa,Femei,45-54 ani,Incidenta (caz nou),2022,59.0
SAN020700,Tuberculoza activa,Femei,45-54 ani,La 100000 locuitori,2022,35.0
SAN020700,Tuberculoza activa,Femei,55-64 ani,Incidenta (caz nou),2022,41.0
SAN020700,Tuberculoza activa,Femei,55-64 ani,La 100000 locuitori,2022,20.5
SAN020700,Tuberculoza activa,Femei,65 ani si peste,Incidenta (caz nou),2022,50.0
SAN020700,Tuberculoza activa,Femei,65 ani si peste,La 100000 locuitori,2022,20.1
SAN020700,Tuberculoza activa,Femei,Grupe de virsta - total,Incidenta (caz nou),2022,353.0
SAN020700,Tuberculoza activa,Femei,Grupe de virsta - total,La 100000 locuitori,2022,26.5
SAN020700,Tuberculoza activa,Ambele sexe,0-14 ani,Incidenta (caz nou),2023,103.0
SAN020700,Tuberculoza activa,Ambele sexe,0-14 ani,La 100000 locuitori,2023,23.7
SAN020700,Tuberculoza activa,Ambele sexe,15-24 ani,Incidenta (caz nou),2023,82.0
SAN020700,Tuberculoza activa,Ambele sexe,15-24 ani,La 100000 locuitori,2023,33.9
SAN020700,Tuberculoza activa,Ambele sexe,25-34 ani,Incidenta (caz nou),2023,227.0
SAN020700,Tuberculoza activa,Ambele sexe,25-34 ani,La 100000 locuitori,2023,71.9
SAN020700,Tuberculoza activa,Ambele sexe,35-44 ani,Incidenta (caz nou),2023,370.0
SAN020700,Tuberculoza activa,Ambele sexe,35-44 ani,La 100000 locuitori,2023,98.3
SAN020700,Tuberculoza activa,Ambele sexe,45-54 ani,Incidenta (caz nou),2023,315.0
SAN020700,Tuberculoza activa,Ambele sexe,45-54 ani,La 100000 locuitori,2023,98.3
SAN020700,Tuberculoza activa,Ambele sexe,55-64 ani,Incidenta (caz nou),2023,235.0
SAN020700,Tuberculoza activa,Ambele sexe,55-64 ani,La 100000 locuitori,2023,66.2
SAN020700,Tuberculoza activa,Ambele sexe,65 ani si peste,Incidenta (caz nou),2023,145.0
SAN020700,Tuberculoza activa,Ambele sexe,65 ani si peste,La 100000 locuitori,2023,35.1
SAN020700,Tuberculoza activa,Ambele sexe,Grupe de virsta - total,Incidenta (caz nou),2023,1477.0
SAN020700,Tuberculoza activa,Ambele sexe,Grupe de virsta - total,La 100000 locuitori,2023,60.1
SAN020700,Tuberculoza activa,Barbati,0-14 ani,Incidenta (caz nou),2023,54.0
SAN020700,Tuberculoza activa,Barbati,0-14 ani,La 100000 locuitori,2023,24.1
SAN020700,Tuberculoza activa,Barbati,15-24 ani,Incidenta (caz nou),2023,49.0
SAN020700,Tuberculoza activa,Barbati,15-24 ani,La 100000 locuitori,2023,40.4
SAN020700,Tuberculoza activa,Barbati,25-34 ani,Incidenta (caz nou),2023,159.0
SAN020700,Tuberculoza activa,Barbati,25-34 ani,La 100000 locuitori,2023,104.2
SAN020700,Tuberculoza activa,Barbati,35-44 ani,Incidenta (caz nou),2023,279.0
SAN020700,Tuberculoza activa,Barbati,35-44 ani,La 100000 locuitori,2023,152.7
SAN020700,Tuberculoza activa,Barbati,45-54 ani,Incidenta (caz nou),2023,268.0
SAN020700,Tuberculoza activa,Barbati,45-54 ani,La 100000 locuitori,2023,174.5
SAN020700,Tuberculoza activa,Barbati,55-64 ani,Incidenta (caz nou),2023,187.0
SAN020700,Tuberculoza activa,Barbati,55-64 ani,La 100000 locuitori,2023,116.3
SAN020700,Tuberculoza activa,Barbati,65 ani si peste,Incidenta (caz nou),2023,92.0
SAN020700,Tuberculoza activa,Barbati,65 ani si peste,La 100000 locuitori,2023,59.0
SAN020700,Tuberculoza activa,Barbati,Grupe de virsta - total,Incidenta (caz nou),2023,1088.0
SAN020700,Tuberculoza activa,Barbati,Grupe de virsta - total,La 100000 locuitori,2023,94.5
SAN020700,Tuberculoza activa,Femei,0-14 ani,Incidenta (caz nou),2023,49.0
SAN020700,Tuberculoza activa,Femei,0-14 ani,La 100000 locuitori,2023,23.2
SAN020700,Tuberculoza activa,Femei,15-24 ani,Incidenta (caz nou),2023,33.0
SAN020700,Tuberculoza activa,Femei,15-24 ani,La 100000 locuitori,2023,27.4
SAN020700,Tuberculoza activa,Femei,25-34 ani,Incidenta (caz nou),2023,68.0
SAN020700,Tuberculoza activa,Femei,25-34 ani,La 100000 locuitori,2023,41.7
SAN020700,Tuberculoza activa,Femei,35-44 ani,Incidenta (caz nou),2023,91.0
SAN020700,Tuberculoza activa,Femei,35-44 ani,La 100000 locuitori,2023,46.9
SAN020700,Tuberculoza activa,Femei,45-54 ani,Incidenta (caz nou),2023,47.0
SAN020700,Tuberculoza activa,Femei,45-54 ani,La 100000 locuitori,2023,28.2
SAN020700,Tuberculoza activa,Femei,55-64 ani,Incidenta (caz nou),2023,48.0
SAN020700,Tuberculoza activa,Femei,55-64 ani,La 100000 locuitori,2023,24.7
SAN020700,Tuberculoza activa,Femei,65 ani si peste,Incidenta (caz nou),2023,53.0
SAN020700,Tuberculoza activa,Femei,65 ani si peste,La 100000 locuitori,2023,20.6
SAN020700,Tuberculoza activa,Femei,Grupe de virsta - total,Incidenta (caz nou),2023,389.0
SAN020700,Tuberculoza activa,Femei,Grupe de virsta - total,La 100000 locuitori,2023,29.8
SAN020700,Tuberculoza activa,Ambele sexe,0-14 ani,Incidenta (caz nou),2024,99.0
SAN020700,Tuberculoza activa,Ambele sexe,0-14 ani,La 100000 locuitori,2024,23.8
SAN020700,Tuberculoza activa,Ambele sexe,15-24 ani,Incidenta (caz nou),2024,87.0
SAN020700,Tuberculoza activa,Ambele sexe,15-24 ani,La 100000 locuitori,2024,36.6
SAN020700,Tuberculoza activa,Ambele sexe,25-34 ani,Incidenta (caz nou),2024,201.0
SAN020700,Tuberculoza activa,Ambele sexe,25-34 ani,La 100000 locuitori,2024,69.8
SAN020700,Tuberculoza activa,Ambele sexe,35-44 ani,Incidenta (caz nou),2024,327.0
SAN020700,Tuberculoza activa,Ambele sexe,35-44 ani,La 100000 locuitori,2024,87.8
SAN020700,Tuberculoza activa,Ambele sexe,45-54 ani,Incidenta (caz nou),2024,277.0
SAN020700,Tuberculoza activa,Ambele sexe,45-54 ani,La 100000 locuitori,2024,87.2
SAN020700,Tuberculoza activa,Ambele sexe,55-64 ani,Incidenta (caz nou),2024,207.0
SAN020700,Tuberculoza activa,Ambele sexe,55-64 ani,La 100000 locuitori,2024,60.5
SAN020700,Tuberculoza activa,Ambele sexe,65 ani si peste,Incidenta (caz nou),2024,114.0
SAN020700,Tuberculoza activa,Ambele sexe,65 ani si peste,La 100000 locuitori,2024,26.6
SAN020700,Tuberculoza activa,Ambele sexe,Grupe de virsta - total,Incidenta (caz nou),2024,1312.0
SAN020700,Tuberculoza activa,Ambele sexe,Grupe de virsta - total,La 100000 locuitori,2024,54.6
SAN020700,Tuberculoza activa,Barbati,0-14 ani,Incidenta (caz nou),2024,51.0
SAN020700,Tuberculoza activa,Barbati,0-14 ani,La 100000 locuitori,2024,23.8
SAN020700,Tuberculoza activa,Barbati,15-24 ani,Incidenta (caz nou),2024,52.0
SAN020700,Tuberculoza activa,Barbati,15-24 ani,La 100000 locuitori,2024,43.8
SAN020700,Tuberculoza activa,Barbati,25-34 ani,Incidenta (caz nou),2024,141.0
SAN020700,Tuberculoza activa,Barbati,25-34 ani,La 100000 locuitori,2024,102.8
SAN020700,Tuberculoza activa,Barbati,35-44 ani,Incidenta (caz nou),2024,254.0
SAN020700,Tuberculoza activa,Barbati,35-44 ani,La 100000 locuitori,2024,141.7
SAN020700,Tuberculoza activa,Barbati,45-54 ani,Incidenta (caz nou),2024,231.0
SAN020700,Tuberculoza activa,Barbati,45-54 ani,La 100000 locuitori,2024,152.8
SAN020700,Tuberculoza activa,Barbati,55-64 ani,Incidenta (caz nou),2024,178.0
SAN020700,Tuberculoza activa,Barbati,55-64 ani,La 100000 locuitori,2024,114.7
SAN020700,Tuberculoza activa,Barbati,65 ani si peste,Incidenta (caz nou),2024,75.0
SAN020700,Tuberculoza activa,Barbati,65 ani si peste,La 100000 locuitori,2024,46.4
SAN020700,Tuberculoza activa,Barbati,Grupe de virsta - total,Incidenta (caz nou),2024,982.0
SAN020700,Tuberculoza activa,Barbati,Grupe de virsta - total,La 100000 locuitori,2024,87.9
SAN020700,Tuberculoza activa,Femei,0-14 ani,Incidenta (caz nou),2024,48.0
SAN020700,Tuberculoza activa,Femei,0-14 ani,La 100000 locuitori,2024,23.8
SAN020700,Tuberculoza activa,Femei,15-24 ani,Incidenta (caz nou),2024,35.0
SAN020700,Tuberculoza activa,Femei,15-24 ani,La 100000 locuitori,2024,29.4
SAN020700,Tuberculoza activa,Femei,25-34 ani,Incidenta (caz nou),2024,60.0
SAN020700,Tuberculoza activa,Femei,25-34 ani,La 100000 locuitori,2024,39.7
SAN020700,Tuberculoza activa,Femei,35-44 ani,Incidenta (caz nou),2024,73.0
SAN020700,Tuberculoza activa,Femei,35-44 ani,La 100000 locuitori,2024,37.8
SAN020700,Tuberculoza activa,Femei,45-54 ani,Incidenta (caz nou),2024,46.0
SAN020700,Tuberculoza activa,Femei,45-54 ani,La 100000 locuitori,2024,27.6
SAN020700,Tuberculoza activa,Femei,55-64 ani,Incidenta (caz nou),2024,29.0
SAN020700,Tuberculoza activa,Femei,55-64 ani,La 100000 locuitori,2024,15.5
SAN020700,Tuberculoza activa,Femei,65 ani si peste,Incidenta (caz nou),2024,39.0
SAN020700,Tuberculoza activa,Femei,65 ani si peste,La 100000 locuitori,2024,14.6
SAN020700,Tuberculoza activa,Femei,Grupe de virsta - total,Incidenta (caz nou),2024,330.0
SAN020700,Tuberculoza activa,Femei,Grupe de virsta - total,La 100000 locuitori,2024,25.7
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,Incidenta (caz nou),2014,447.0
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,La 100000 locuitori,2014,15.6
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,Incidenta (caz nou),2014,394.0
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,La 100000 locuitori,2014,28.7
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,Incidenta (caz nou),2014,53.0
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,La 100000 locuitori,2014,3.6
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,Incidenta (caz nou),2015,458.0
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,La 100000 locuitori,2015,16.1
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,Incidenta (caz nou),2015,404.0
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,La 100000 locuitori,2015,29.6
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,Incidenta (caz nou),2015,54.0
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,La 100000 locuitori,2015,3.7
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,Incidenta (caz nou),2016,459.0
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,La 100000 locuitori,2016,16.4
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,Incidenta (caz nou),2016,392.0
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,La 100000 locuitori,2016,29.1
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,Incidenta (caz nou),2016,67.0
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,La 100000 locuitori,2016,4.7
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,Incidenta (caz nou),2017,456.0
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,La 100000 locuitori,2017,16.6
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,Incidenta (caz nou),2017,386.0
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,La 100000 locuitori,2017,29.2
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,Incidenta (caz nou),2017,70.0
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,La 100000 locuitori,2017,4.9
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,Incidenta (caz nou),2018,479.0
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,La 100000 locuitori,2018,17.7
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,Incidenta (caz nou),2018,433.0
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,La 100000 locuitori,2018,33.5
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,Incidenta (caz nou),2018,46.0
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,La 100000 locuitori,2018,3.3
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,Incidenta (caz nou),2019,517.0
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,La 100000 locuitori,2019,19.4
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,Incidenta (caz nou),2019,440.0
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,La 100000 locuitori,2019,34.6
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,Incidenta (caz nou),2019,77.0
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,La 100000 locuitori,2019,5.5
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,Incidenta (caz nou),2020,440.0
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,La 100000 locuitori,2020,16.7
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,Incidenta (caz nou),2020,369.0
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,La 100000 locuitori,2020,29.3
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,Incidenta (caz nou),2020,71.0
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,La 100000 locuitori,2020,5.2
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,Incidenta (caz nou),2021,404.0
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,La 100000 locuitori,2021,15.6
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,Incidenta (caz nou),2021,343.0
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,La 100000 locuitori,2021,27.8
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,Incidenta (caz nou),2021,61.0
SAN021000,"Buze, cavitatea bucala, faringe",Femei,Total,La 100000 locuitori,2021,4.5
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,Incidenta (caz nou),2022,428.0
SAN021000,"Buze, cavitatea bucala, faringe",Ambele sexe,Total,La 100000 locuitori,2022,16.9
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,Incidenta (caz nou),2022,361.0
SAN021000,"Buze, cavitatea bucala, faringe",Barbati,Total,La 100000 locuitori,2022,30.2
