Indicatori,Sectiuni si capitole conform NCM,Tari UE,Ani,value
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Suedia,2021,-
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Suedia,2022,-
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Suedia,2023,-
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Suedia,2024,-
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Tarile de Jos (Netherlands),2020,39.64
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Tarile de Jos (Netherlands),2021,7.76
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Tarile de Jos (Netherlands),2022,-
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Tarile de Jos (Netherlands),2023,1.21
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Tarile de Jos (Netherlands),2024,-
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Ungaria,2020,-
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Ungaria,2021,-
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Ungaria,2022,-
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Ungaria,2023,-
Export,86 ..Vehicule si echipamente pentru caile ferate sau similare si parti ale acestora; aparate mecanice (inclusiv electromecanice) de semnalizare a traficului,Ungaria,2024,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Austria,2020,0.82
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Austria,2021,7.56
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Austria,2022,117.50
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Austria,2023,1073.60
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Austria,2024,44.32
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Belgia,2020,2934.45
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Belgia,2021,7711.57
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Belgia,2022,3984.11
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Belgia,2023,3882.84
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Belgia,2024,3594.56
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Bulgaria,2020,193.42
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Bulgaria,2021,240.96
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Bulgaria,2022,192.54
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Bulgaria,2023,425.60
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Bulgaria,2024,141.66
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Cehia,2020,0.54
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Cehia,2021,32.16
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Cehia,2022,4166.13
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Cehia,2023,3055.82
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Cehia,2024,81.36
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Cipru,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Cipru,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Cipru,2022,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Cipru,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Cipru,2024,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Croatia,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Croatia,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Croatia,2022,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Croatia,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Croatia,2024,14.96
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Danemarca,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Danemarca,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Danemarca,2022,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Danemarca,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Danemarca,2024,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Estonia,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Estonia,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Estonia,2022,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Estonia,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Estonia,2024,10.56
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Finlanda,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Finlanda,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Finlanda,2022,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Finlanda,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Finlanda,2024,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Franta,2020,149.60
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Franta,2021,128.44
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Franta,2022,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Franta,2023,23.92
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Franta,2024,43.54
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Germania,2020,2314.12
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Germania,2021,2851.49
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Germania,2022,11426.66
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Germania,2023,3711.44
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Germania,2024,115.13
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Grecia,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Grecia,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Grecia,2022,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Grecia,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Grecia,2024,8.94
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Irlanda,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Irlanda,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Irlanda,2022,3.24
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Irlanda,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Irlanda,2024,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Italia,2020,229.61
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Italia,2021,15.63
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Italia,2022,48.30
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Italia,2023,16.24
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Italia,2024,386.88
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Letonia,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Letonia,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Letonia,2022,5.43
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Letonia,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Letonia,2024,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Lituania,2020,15.43
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Lituania,2021,4.59
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Lituania,2022,2191.89
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Lituania,2023,1089.15
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Lituania,2024,13.92
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Luxemburg,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Luxemburg,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Luxemburg,2022,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Luxemburg,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Luxemburg,2024,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Malta,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Malta,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Malta,2022,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Malta,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Malta,2024,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Polonia,2020,5.28
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Polonia,2021,2.31
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Polonia,2022,116.98
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Polonia,2023,1220.63
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Polonia,2024,837.40
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Portugalia,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Portugalia,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Portugalia,2022,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Portugalia,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Portugalia,2024,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Romania,2020,19896.71
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Romania,2021,50971.11
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Romania,2022,62874.32
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Romania,2023,29648.55
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Romania,2024,22090.41
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Slovacia,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Slovacia,2021,1.18
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Slovacia,2022,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Slovacia,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Slovacia,2024,131.09
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Slovenia,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Slovenia,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Slovenia,2022,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Slovenia,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Slovenia,2024,45.95
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Spania,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Spania,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Spania,2022,1.35
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Spania,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Spania,2024,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Suedia,2020,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Suedia,2021,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Suedia,2022,30.25
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Suedia,2023,-
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Suedia,2024,0.97
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Tarile de Jos (Netherlands),2020,713.98
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Tarile de Jos (Netherlands),2021,8.11
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Tarile de Jos (Netherlands),2022,10.73
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Tarile de Jos (Netherlands),2023,39.92
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Tarile de Jos (Netherlands),2024,85.44
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Ungaria,2020,0.46
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Ungaria,2021,16.00
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Ungaria,2022,0.26
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Ungaria,2023,19.86
Export,"87 ..Vehicule terestre, altele decit materialul rulant de cale ferata si tramvai; parti si accesorii ale acestora",Ungaria,2024,1.51
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Austria,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Austria,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Austria,2022,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Austria,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Austria,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Belgia,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Belgia,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Belgia,2022,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Belgia,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Belgia,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Bulgaria,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Bulgaria,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Bulgaria,2022,395.54
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Bulgaria,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Bulgaria,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Cehia,2020,0.33
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Cehia,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Cehia,2022,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Cehia,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Cehia,2024,0.60
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Cipru,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Cipru,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Cipru,2022,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Cipru,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Cipru,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Croatia,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Croatia,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Croatia,2022,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Croatia,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Croatia,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Danemarca,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Danemarca,2021,2.43
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Danemarca,2022,0.73
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Danemarca,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Danemarca,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Estonia,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Estonia,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Estonia,2022,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Estonia,2023,1.00
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Estonia,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Finlanda,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Finlanda,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Finlanda,2022,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Finlanda,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Finlanda,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Franta,2020,1.38
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Franta,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Franta,2022,1.52
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Franta,2023,0.31
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Franta,2024,0.90
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Germania,2020,3.56
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Germania,2021,10.60
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Germania,2022,46.18
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Germania,2023,1.10
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Germania,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Grecia,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Grecia,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Grecia,2022,0.72
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Grecia,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Grecia,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Irlanda,2020,2.01
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Irlanda,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Irlanda,2022,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Irlanda,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Irlanda,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Italia,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Italia,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Italia,2022,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Italia,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Italia,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Letonia,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Letonia,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Letonia,2022,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Letonia,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Letonia,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Lituania,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Lituania,2021,0.41
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Lituania,2022,0.50
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Lituania,2023,5.00
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Lituania,2024,59.76
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Luxemburg,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Luxemburg,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Luxemburg,2022,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Luxemburg,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Luxemburg,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Malta,2020,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Malta,2021,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Malta,2022,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Malta,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Malta,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Polonia,2020,10.67
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Polonia,2021,33.45
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Polonia,2022,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Polonia,2023,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Polonia,2024,-
Export,"88 ..Vehicule aeriene, nave spatiale si parti ale acestora",Portugalia,2020,-
