Indicatori,Sectiuni si capitole conform NCM,Tari UE,Ani,value
Export,Total,Austria,2020,22723.79
Export,Total,Austria,2021,22005.81
Export,Total,Austria,2022,21281.17
Export,Total,Austria,2023,22367.59
Export,Total,Austria,2024,20923.37
Export,Total,Belgia,2020,12522.16
Export,Total,Belgia,2021,20868.26
Export,Total,Belgia,2022,17851.27
Export,Total,Belgia,2023,14296.04
Export,Total,Belgia,2024,13057.66
Export,Total,Bulgaria,2020,58158.28
Export,Total,Bulgaria,2021,77766.04
Export,Total,Bulgaria,2022,142130.83
Export,Total,Bulgaria,2023,86130.78
Export,Total,Bulgaria,2024,113059.69
Export,Total,Cehia,2020,80461.43
Export,Total,Cehia,2021,79000.74
Export,Total,Cehia,2022,104112.41
Export,Total,Cehia,2023,160918.56
Export,Total,Cehia,2024,217851.93
Export,Total,Cipru,2020,10139.71
Export,Total,Cipru,2021,13608.30
Export,Total,Cipru,2022,18901.60
Export,Total,Cipru,2023,27956.22
Export,Total,Cipru,2024,19523.60
Export,Total,Croatia,2020,2360.31
Export,Total,Croatia,2021,2137.79
Export,Total,Croatia,2022,3799.10
Export,Total,Croatia,2023,10050.89
Export,Total,Croatia,2024,11405.42
Export,Total,Danemarca,2020,962.63
Export,Total,Danemarca,2021,1421.12
Export,Total,Danemarca,2022,1450.11
Export,Total,Danemarca,2023,1954.53
Export,Total,Danemarca,2024,2704.47
Export,Total,Estonia,2020,5809.45
Export,Total,Estonia,2021,5013.77
Export,Total,Estonia,2022,3971.13
Export,Total,Estonia,2023,3417.55
Export,Total,Estonia,2024,3738.55
Export,Total,Finlanda,2020,1276.47
Export,Total,Finlanda,2021,1731.84
Export,Total,Finlanda,2022,446.31
Export,Total,Finlanda,2023,771.20
Export,Total,Finlanda,2024,501.59
Export,Total,Franta,2020,29629.17
Export,Total,Franta,2021,32473.90
Export,Total,Franta,2022,37930.45
Export,Total,Franta,2023,39608.86
Export,Total,Franta,2024,35075.25
Export,Total,Germania,2020,225600.62
Export,Total,Germania,2021,245445.89
Export,Total,Germania,2022,230789.26
Export,Total,Germania,2023,221214.85
Export,Total,Germania,2024,170807.59
Export,Total,Grecia,2020,27039.62
Export,Total,Grecia,2021,44501.65
Export,Total,Grecia,2022,33041.69
Export,Total,Grecia,2023,40049.63
Export,Total,Grecia,2024,66394.11
Export,Total,Irlanda,2020,516.18
Export,Total,Irlanda,2021,876.25
Export,Total,Irlanda,2022,855.95
Export,Total,Irlanda,2023,910.77
Export,Total,Irlanda,2024,1045.42
Export,Total,Italia,2020,213726.24
Export,Total,Italia,2021,240059.08
Export,Total,Italia,2022,331143.47
Export,Total,Italia,2023,260142.27
Export,Total,Italia,2024,238728.72
Export,Total,Letonia,2020,7399.21
Export,Total,Letonia,2021,7213.99
Export,Total,Letonia,2022,6866.45
Export,Total,Letonia,2023,10905.55
Export,Total,Letonia,2024,11146.18
Export,Total,Lituania,2020,7698.80
Export,Total,Lituania,2021,8435.73
Export,Total,Lituania,2022,16645.93
Export,Total,Lituania,2023,20091.56
Export,Total,Lituania,2024,19640.79
Export,Total,Luxemburg,2020,31.77
Export,Total,Luxemburg,2021,9.79
Export,Total,Luxemburg,2022,90.51
Export,Total,Luxemburg,2023,9.46
Export,Total,Luxemburg,2024,15.57
Export,Total,Malta,2020,6.98
Export,Total,Malta,2021,92.48
Export,Total,Malta,2022,13.19
Export,Total,Malta,2023,258.63
Export,Total,Malta,2024,20.98
Export,Total,Polonia,2020,109764.00
Export,Total,Polonia,2021,108508.16
Export,Total,Polonia,2022,122380.45
Export,Total,Polonia,2023,133584.87
Export,Total,Polonia,2024,153445.18
Export,Total,Portugalia,2020,9251.72
Export,Total,Portugalia,2021,16304.18
Export,Total,Portugalia,2022,22389.85
Export,Total,Portugalia,2023,6949.69
Export,Total,Portugalia,2024,5258.69
Export,Total,Romania,2020,706674.11
Export,Total,Romania,2021,833476.93
Export,Total,Romania,2022,1240798.38
Export,Total,Romania,2023,1420738.48
Export,Total,Romania,2024,1159170.94
Export,Total,Slovacia,2020,10049.74
Export,Total,Slovacia,2021,16391.65
Export,Total,Slovacia,2022,18851.02
Export,Total,Slovacia,2023,13873.87
Export,Total,Slovacia,2024,17693.02
Export,Total,Slovenia,2020,228.54
Export,Total,Slovenia,2021,663.94
Export,Total,Slovenia,2022,171.61
Export,Total,Slovenia,2023,600.50
Export,Total,Slovenia,2024,1264.85
Export,Total,Spania,2020,34662.54
Export,Total,Spania,2021,62797.90
Export,Total,Spania,2022,42925.48
Export,Total,Spania,2023,55214.91
Export,Total,Spania,2024,24309.64
Export,Total,Suedia,2020,446.00
Export,Total,Suedia,2021,1096.05
Export,Total,Suedia,2022,1584.23
Export,Total,Suedia,2023,957.93
Export,Total,Suedia,2024,1000.53
Export,Total,Tarile de Jos (Netherlands),2020,35958.31
Export,Total,Tarile de Jos (Netherlands),2021,35829.53
Export,Total,Tarile de Jos (Netherlands),2022,64271.27
Export,Total,Tarile de Jos (Netherlands),2023,47328.14
Export,Total,Tarile de Jos (Netherlands),2024,51212.40
Export,Total,Ungaria,2020,27269.75
Export,Total,Ungaria,2021,41801.21
Export,Total,Ungaria,2022,52815.40
Export,Total,Ungaria,2023,46356.31
Export,Total,Ungaria,2024,33372.67
Export,I. Animale vii si produse ale regnului animal,Austria,2020,98.30
Export,I. Animale vii si produse ale regnului animal,Austria,2021,141.51
Export,I. Animale vii si produse ale regnului animal,Austria,2022,218.86
Export,I. Animale vii si produse ale regnului animal,Austria,2023,152.00
Export,I. Animale vii si produse ale regnului animal,Austria,2024,88.43
Export,I. Animale vii si produse ale regnului animal,Belgia,2020,-
Export,I. Animale vii si produse ale regnului animal,Belgia,2021,-
Export,I. Animale vii si produse ale regnului animal,Belgia,2022,-
Export,I. Animale vii si produse ale regnului animal,Belgia,2023,-
Export,I. Animale vii si produse ale regnului animal,Belgia,2024,-
Export,I. Animale vii si produse ale regnului animal,Bulgaria,2020,-
Export,I. Animale vii si produse ale regnului animal,Bulgaria,2021,169.14
Export,I. Animale vii si produse ale regnului animal,Bulgaria,2022,-
Export,I. Animale vii si produse ale regnului animal,Bulgaria,2023,-
Export,I. Animale vii si produse ale regnului animal,Bulgaria,2024,246.07
Export,I. Animale vii si produse ale regnului animal,Cehia,2020,1120.68
Export,I. Animale vii si produse ale regnului animal,Cehia,2021,819.76
Export,I. Animale vii si produse ale regnului animal,Cehia,2022,510.49
Export,I. Animale vii si produse ale regnului animal,Cehia,2023,205.48
Export,I. Animale vii si produse ale regnului animal,Cehia,2024,476.16
Export,I. Animale vii si produse ale regnului animal,Cipru,2020,-
Export,I. Animale vii si produse ale regnului animal,Cipru,2021,-
Export,I. Animale vii si produse ale regnului animal,Cipru,2022,-
Export,I. Animale vii si produse ale regnului animal,Cipru,2023,-
Export,I. Animale vii si produse ale regnului animal,Cipru,2024,130.50
Export,I. Animale vii si produse ale regnului animal,Croatia,2020,-
Export,I. Animale vii si produse ale regnului animal,Croatia,2021,-
Export,I. Animale vii si produse ale regnului animal,Croatia,2022,-
Export,I. Animale vii si produse ale regnului animal,Croatia,2023,-
Export,I. Animale vii si produse ale regnului animal,Croatia,2024,-
Export,I. Animale vii si produse ale regnului animal,Danemarca,2020,-
Export,I. Animale vii si produse ale regnului animal,Danemarca,2021,-
Export,I. Animale vii si produse ale regnului animal,Danemarca,2022,148.65
Export,I. Animale vii si produse ale regnului animal,Danemarca,2023,17.80
Export,I. Animale vii si produse ale regnului animal,Danemarca,2024,86.13
Export,I. Animale vii si produse ale regnului animal,Estonia,2020,-
Export,I. Animale vii si produse ale regnului animal,Estonia,2021,-
Export,I. Animale vii si produse ale regnului animal,Estonia,2022,-
Export,I. Animale vii si produse ale regnului animal,Estonia,2023,-
Export,I. Animale vii si produse ale regnului animal,Estonia,2024,-
Export,I. Animale vii si produse ale regnului animal,Finlanda,2020,-
Export,I. Animale vii si produse ale regnului animal,Finlanda,2021,-
Export,I. Animale vii si produse ale regnului animal,Finlanda,2022,-
Export,I. Animale vii si produse ale regnului animal,Finlanda,2023,-
Export,I. Animale vii si produse ale regnului animal,Finlanda,2024,-
Export,I. Animale vii si produse ale regnului animal,Franta,2020,928.64
Export,I. Animale vii si produse ale regnului animal,Franta,2021,827.10
Export,I. Animale vii si produse ale regnului animal,Franta,2022,510.73
Export,I. Animale vii si produse ale regnului animal,Franta,2023,652.67
Export,I. Animale vii si produse ale regnului animal,Franta,2024,635.60
Export,I. Animale vii si produse ale regnului animal,Germania,2020,612.74
Export,I. Animale vii si produse ale regnului animal,Germania,2021,81.45
Export,I. Animale vii si produse ale regnului animal,Germania,2022,1140.63
Export,I. Animale vii si produse ale regnului animal,Germania,2023,186.31
Export,I. Animale vii si produse ale regnului animal,Germania,2024,111.68
Export,I. Animale vii si produse ale regnului animal,Grecia,2020,-
Export,I. Animale vii si produse ale regnului animal,Grecia,2021,-
Export,I. Animale vii si produse ale regnului animal,Grecia,2022,-
Export,I. Animale vii si produse ale regnului animal,Grecia,2023,-
Export,I. Animale vii si produse ale regnului animal,Grecia,2024,-
Export,I. Animale vii si produse ale regnului animal,Irlanda,2020,-
Export,I. Animale vii si produse ale regnului animal,Irlanda,2021,2.06
Export,I. Animale vii si produse ale regnului animal,Irlanda,2022,-
Export,I. Animale vii si produse ale regnului animal,Irlanda,2023,1.54
Export,I. Animale vii si produse ale regnului animal,Irlanda,2024,-
Export,I. Animale vii si produse ale regnului animal,Italia,2020,1271.03
Export,I. Animale vii si produse ale regnului animal,Italia,2021,2743.96
Export,I. Animale vii si produse ale regnului animal,Italia,2022,3392.28
Export,I. Animale vii si produse ale regnului animal,Italia,2023,2903.26
Export,I. Animale vii si produse ale regnului animal,Italia,2024,3073.18
Export,I. Animale vii si produse ale regnului animal,Letonia,2020,-
Export,I. Animale vii si produse ale regnului animal,Letonia,2021,-
Export,I. Animale vii si produse ale regnului animal,Letonia,2022,-
Export,I. Animale vii si produse ale regnului animal,Letonia,2023,-
Export,I. Animale vii si produse ale regnului animal,Letonia,2024,118.11
Export,I. Animale vii si produse ale regnului animal,Lituania,2020,-
Export,I. Animale vii si produse ale regnului animal,Lituania,2021,-
Export,I. Animale vii si produse ale regnului animal,Lituania,2022,-
Export,I. Animale vii si produse ale regnului animal,Lituania,2023,-
Export,I. Animale vii si produse ale regnului animal,Lituania,2024,-
Export,I. Animale vii si produse ale regnului animal,Luxemburg,2020,-
Export,I. Animale vii si produse ale regnului animal,Luxemburg,2021,-
Export,I. Animale vii si produse ale regnului animal,Luxemburg,2022,-
Export,I. Animale vii si produse ale regnului animal,Luxemburg,2023,-
Export,I. Animale vii si produse ale regnului animal,Luxemburg,2024,-
Export,I. Animale vii si produse ale regnului animal,Malta,2020,-
Export,I. Animale vii si produse ale regnului animal,Malta,2021,0.82
Export,I. Animale vii si produse ale regnului animal,Malta,2022,-
Export,I. Animale vii si produse ale regnului animal,Malta,2023,-
Export,I. Animale vii si produse ale regnului animal,Malta,2024,-
Export,I. Animale vii si produse ale regnului animal,Polonia,2020,893.35
Export,I. Animale vii si produse ale regnului animal,Polonia,2021,995.19
Export,I. Animale vii si produse ale regnului animal,Polonia,2022,443.36
Export,I. Animale vii si produse ale regnului animal,Polonia,2023,3.22
Export,I. Animale vii si produse ale regnului animal,Polonia,2024,74.82
Export,I. Animale vii si produse ale regnului animal,Portugalia,2020,-
Export,I. Animale vii si produse ale regnului animal,Portugalia,2021,-
Export,I. Animale vii si produse ale regnului animal,Portugalia,2022,-
Export,I. Animale vii si produse ale regnului animal,Portugalia,2023,-
Export,I. Animale vii si produse ale regnului animal,Portugalia,2024,-
Export,I. Animale vii si produse ale regnului animal,Romania,2020,1271.52
Export,I. Animale vii si produse ale regnului animal,Romania,2021,2482.94
Export,I. Animale vii si produse ale regnului animal,Romania,2022,2483.22
Export,I. Animale vii si produse ale regnului animal,Romania,2023,878.59
Export,I. Animale vii si produse ale regnului animal,Romania,2024,2861.55
Export,I. Animale vii si produse ale regnului animal,Slovacia,2020,887.58
Export,I. Animale vii si produse ale regnului animal,Slovacia,2021,1851.79
Export,I. Animale vii si produse ale regnului animal,Slovacia,2022,1226.59
Export,I. Animale vii si produse ale regnului animal,Slovacia,2023,496.22
Export,I. Animale vii si produse ale regnului animal,Slovacia,2024,1807.08
Export,I. Animale vii si produse ale regnului animal,Slovenia,2020,-
Export,I. Animale vii si produse ale regnului animal,Slovenia,2021,-
Export,I. Animale vii si produse ale regnului animal,Slovenia,2022,-
Export,I. Animale vii si produse ale regnului animal,Slovenia,2023,-
Export,I. Animale vii si produse ale regnului animal,Slovenia,2024,-
Export,I. Animale vii si produse ale regnului animal,Spania,2020,95.79
Export,I. Animale vii si produse ale regnului animal,Spania,2021,283.27
Export,I. Animale vii si produse ale regnului animal,Spania,2022,140.38
Export,I. Animale vii si produse ale regnului animal,Spania,2023,0.00
Export,I. Animale vii si produse ale regnului animal,Spania,2024,89.77
Export,I. Animale vii si produse ale regnului animal,Suedia,2020,8.05
Export,I. Animale vii si produse ale regnului animal,Suedia,2021,0.13
Export,I. Animale vii si produse ale regnului animal,Suedia,2022,6.31
Export,I. Animale vii si produse ale regnului animal,Suedia,2023,-
Export,I. Animale vii si produse ale regnului animal,Suedia,2024,-
Export,I. Animale vii si produse ale regnului animal,Tarile de Jos (Netherlands),2020,112.29
Export,I. Animale vii si produse ale regnului animal,Tarile de Jos (Netherlands),2021,161.46
Export,I. Animale vii si produse ale regnului animal,Tarile de Jos (Netherlands),2022,592.46
Export,I. Animale vii si produse ale regnului animal,Tarile de Jos (Netherlands),2023,190.54
Export,I. Animale vii si produse ale regnului animal,Tarile de Jos (Netherlands),2024,843.04
Export,I. Animale vii si produse ale regnului animal,Ungaria,2020,-
Export,I. Animale vii si produse ale regnului animal,Ungaria,2021,-
Export,I. Animale vii si produse ale regnului animal,Ungaria,2022,179.39
Export,I. Animale vii si produse ale regnului animal,Ungaria,2023,-
Export,I. Animale vii si produse ale regnului animal,Ungaria,2024,-
Export,1 ..Animale vii,Austria,2020,-
Export,1 ..Animale vii,Austria,2021,-
Export,1 ..Animale vii,Austria,2022,-
Export,1 ..Animale vii,Austria,2023,-
Export,1 ..Animale vii,Austria,2024,-
Export,1 ..Animale vii,Belgia,2020,-
Export,1 ..Animale vii,Belgia,2021,-
Export,1 ..Animale vii,Belgia,2022,-
Export,1 ..Animale vii,Belgia,2023,-
Export,1 ..Animale vii,Belgia,2024,-
Export,1 ..Animale vii,Bulgaria,2020,-
Export,1 ..Animale vii,Bulgaria,2021,-
Export,1 ..Animale vii,Bulgaria,2022,-
Export,1 ..Animale vii,Bulgaria,2023,-
Export,1 ..Animale vii,Bulgaria,2024,-
Export,1 ..Animale vii,Cehia,2020,-
Export,1 ..Animale vii,Cehia,2021,-
Export,1 ..Animale vii,Cehia,2022,-
Export,1 ..Animale vii,Cehia,2023,-
Export,1 ..Animale vii,Cehia,2024,-
Export,1 ..Animale vii,Cipru,2020,-
Export,1 ..Animale vii,Cipru,2021,-
Export,1 ..Animale vii,Cipru,2022,-
Export,1 ..Animale vii,Cipru,2023,-
Export,1 ..Animale vii,Cipru,2024,-
Export,1 ..Animale vii,Croatia,2020,-
Export,1 ..Animale vii,Croatia,2021,-
Export,1 ..Animale vii,Croatia,2022,-
Export,1 ..Animale vii,Croatia,2023,-
Export,1 ..Animale vii,Croatia,2024,-
Export,1 ..Animale vii,Danemarca,2020,-
Export,1 ..Animale vii,Danemarca,2021,-
Export,1 ..Animale vii,Danemarca,2022,-
Export,1 ..Animale vii,Danemarca,2023,-
Export,1 ..Animale vii,Danemarca,2024,-
Export,1 ..Animale vii,Estonia,2020,-
Export,1 ..Animale vii,Estonia,2021,-
Export,1 ..Animale vii,Estonia,2022,-
Export,1 ..Animale vii,Estonia,2023,-
Export,1 ..Animale vii,Estonia,2024,-
Export,1 ..Animale vii,Finlanda,2020,-
Export,1 ..Animale vii,Finlanda,2021,-
Export,1 ..Animale vii,Finlanda,2022,-
Export,1 ..Animale vii,Finlanda,2023,-
Export,1 ..Animale vii,Finlanda,2024,-
Export,1 ..Animale vii,Franta,2020,-
Export,1 ..Animale vii,Franta,2021,-
Export,1 ..Animale vii,Franta,2022,-
Export,1 ..Animale vii,Franta,2023,-
Export,1 ..Animale vii,Franta,2024,-
Export,1 ..Animale vii,Germania,2020,-
Export,1 ..Animale vii,Germania,2021,-
Export,1 ..Animale vii,Germania,2022,-
Export,1 ..Animale vii,Germania,2023,-
Export,1 ..Animale vii,Germania,2024,-
Export,1 ..Animale vii,Grecia,2020,-
Export,1 ..Animale vii,Grecia,2021,-
Export,1 ..Animale vii,Grecia,2022,-
Export,1 ..Animale vii,Grecia,2023,-
Export,1 ..Animale vii,Grecia,2024,-
Export,1 ..Animale vii,Irlanda,2020,-
Export,1 ..Animale vii,Irlanda,2021,-
Export,1 ..Animale vii,Irlanda,2022,-
Export,1 ..Animale vii,Irlanda,2023,-
Export,1 ..Animale vii,Irlanda,2024,-
Export,1 ..Animale vii,Italia,2020,-
Export,1 ..Animale vii,Italia,2021,-
Export,1 ..Animale vii,Italia,2022,-
Export,1 ..Animale vii,Italia,2023,-
Export,1 ..Animale vii,Italia,2024,-
Export,1 ..Animale vii,Letonia,2020,-
Export,1 ..Animale vii,Letonia,2021,-
Export,1 ..Animale vii,Letonia,2022,-
Export,1 ..Animale vii,Letonia,2023,-
Export,1 ..Animale vii,Letonia,2024,-
Export,1 ..Animale vii,Lituania,2020,-
Export,1 ..Animale vii,Lituania,2021,-
Export,1 ..Animale vii,Lituania,2022,-
Export,1 ..Animale vii,Lituania,2023,-
Export,1 ..Animale vii,Lituania,2024,-
Export,1 ..Animale vii,Luxemburg,2020,-
Export,1 ..Animale vii,Luxemburg,2021,-
Export,1 ..Animale vii,Luxemburg,2022,-
Export,1 ..Animale vii,Luxemburg,2023,-
Export,1 ..Animale vii,Luxemburg,2024,-
Export,1 ..Animale vii,Malta,2020,-
Export,1 ..Animale vii,Malta,2021,-
Export,1 ..Animale vii,Malta,2022,-
Export,1 ..Animale vii,Malta,2023,-
Export,1 ..Animale vii,Malta,2024,-
Export,1 ..Animale vii,Polonia,2020,-
Export,1 ..Animale vii,Polonia,2021,-
Export,1 ..Animale vii,Polonia,2022,-
Export,1 ..Animale vii,Polonia,2023,-
Export,1 ..Animale vii,Polonia,2024,-
Export,1 ..Animale vii,Portugalia,2020,-
Export,1 ..Animale vii,Portugalia,2021,-
Export,1 ..Animale vii,Portugalia,2022,-
Export,1 ..Animale vii,Portugalia,2023,-
Export,1 ..Animale vii,Portugalia,2024,-
Export,1 ..Animale vii,Romania,2020,-
Export,1 ..Animale vii,Romania,2021,-
Export,1 ..Animale vii,Romania,2022,0.07
Export,1 ..Animale vii,Romania,2023,-
Export,1 ..Animale vii,Romania,2024,-
Export,1 ..Animale vii,Slovacia,2020,-
Export,1 ..Animale vii,Slovacia,2021,-
Export,1 ..Animale vii,Slovacia,2022,-
Export,1 ..Animale vii,Slovacia,2023,-
Export,1 ..Animale vii,Slovacia,2024,-
Export,1 ..Animale vii,Slovenia,2020,-
Export,1 ..Animale vii,Slovenia,2021,-
Export,1 ..Animale vii,Slovenia,2022,-
Export,1 ..Animale vii,Slovenia,2023,-
Export,1 ..Animale vii,Slovenia,2024,-
Export,1 ..Animale vii,Spania,2020,-
Export,1 ..Animale vii,Spania,2021,-
Export,1 ..Animale vii,Spania,2022,-
Export,1 ..Animale vii,Spania,2023,-
Export,1 ..Animale vii,Spania,2024,-
Export,1 ..Animale vii,Suedia,2020,-
Export,1 ..Animale vii,Suedia,2021,-
Export,1 ..Animale vii,Suedia,2022,-
Export,1 ..Animale vii,Suedia,2023,-
Export,1 ..Animale vii,Suedia,2024,-
Export,1 ..Animale vii,Tarile de Jos (Netherlands),2020,-
Export,1 ..Animale vii,Tarile de Jos (Netherlands),2021,-
Export,1 ..Animale vii,Tarile de Jos (Netherlands),2022,-
Export,1 ..Animale vii,Tarile de Jos (Netherlands),2023,-
Export,1 ..Animale vii,Tarile de Jos (Netherlands),2024,-
Export,1 ..Animale vii,Ungaria,2020,-
Export,1 ..Animale vii,Ungaria,2021,-
Export,1 ..Animale vii,Ungaria,2022,-
Export,1 ..Animale vii,Ungaria,2023,-
Export,1 ..Animale vii,Ungaria,2024,-
Export,2 ..Carne si organe comestibile,Austria,2020,-
Export,2 ..Carne si organe comestibile,Austria,2021,44.84
Export,2 ..Carne si organe comestibile,Austria,2022,-
Export,2 ..Carne si organe comestibile,Austria,2023,-
Export,2 ..Carne si organe comestibile,Austria,2024,-
Export,2 ..Carne si organe comestibile,Belgia,2020,-
Export,2 ..Carne si organe comestibile,Belgia,2021,-
Export,2 ..Carne si organe comestibile,Belgia,2022,-
Export,2 ..Carne si organe comestibile,Belgia,2023,-
Export,2 ..Carne si organe comestibile,Belgia,2024,-
Export,2 ..Carne si organe comestibile,Bulgaria,2020,-
Export,2 ..Carne si organe comestibile,Bulgaria,2021,-
Export,2 ..Carne si organe comestibile,Bulgaria,2022,-
Export,2 ..Carne si organe comestibile,Bulgaria,2023,-
Export,2 ..Carne si organe comestibile,Bulgaria,2024,-
Export,2 ..Carne si organe comestibile,Cehia,2020,-
Export,2 ..Carne si organe comestibile,Cehia,2021,0.06
Export,2 ..Carne si organe comestibile,Cehia,2022,-
Export,2 ..Carne si organe comestibile,Cehia,2023,-
Export,2 ..Carne si organe comestibile,Cehia,2024,-
Export,2 ..Carne si organe comestibile,Cipru,2020,-
Export,2 ..Carne si organe comestibile,Cipru,2021,-
Export,2 ..Carne si organe comestibile,Cipru,2022,-
Export,2 ..Carne si organe comestibile,Cipru,2023,-
Export,2 ..Carne si organe comestibile,Cipru,2024,-
Export,2 ..Carne si organe comestibile,Croatia,2020,-
Export,2 ..Carne si organe comestibile,Croatia,2021,-
Export,2 ..Carne si organe comestibile,Croatia,2022,-
Export,2 ..Carne si organe comestibile,Croatia,2023,-
Export,2 ..Carne si organe comestibile,Croatia,2024,-
Export,2 ..Carne si organe comestibile,Danemarca,2020,-
Export,2 ..Carne si organe comestibile,Danemarca,2021,-
Export,2 ..Carne si organe comestibile,Danemarca,2022,-
Export,2 ..Carne si organe comestibile,Danemarca,2023,-
Export,2 ..Carne si organe comestibile,Danemarca,2024,-
Export,2 ..Carne si organe comestibile,Estonia,2020,-
Export,2 ..Carne si organe comestibile,Estonia,2021,-
Export,2 ..Carne si organe comestibile,Estonia,2022,-
Export,2 ..Carne si organe comestibile,Estonia,2023,-
Export,2 ..Carne si organe comestibile,Estonia,2024,-
Export,2 ..Carne si organe comestibile,Finlanda,2020,-
Export,2 ..Carne si organe comestibile,Finlanda,2021,-
Export,2 ..Carne si organe comestibile,Finlanda,2022,-
Export,2 ..Carne si organe comestibile,Finlanda,2023,-
Export,2 ..Carne si organe comestibile,Finlanda,2024,-
Export,2 ..Carne si organe comestibile,Franta,2020,-
Export,2 ..Carne si organe comestibile,Franta,2021,-
Export,2 ..Carne si organe comestibile,Franta,2022,-
Export,2 ..Carne si organe comestibile,Franta,2023,-
Export,2 ..Carne si organe comestibile,Franta,2024,41.49
Export,2 ..Carne si organe comestibile,Germania,2020,-
Export,2 ..Carne si organe comestibile,Germania,2021,-
Export,2 ..Carne si organe comestibile,Germania,2022,-
Export,2 ..Carne si organe comestibile,Germania,2023,-
Export,2 ..Carne si organe comestibile,Germania,2024,-
Export,2 ..Carne si organe comestibile,Grecia,2020,-
Export,2 ..Carne si organe comestibile,Grecia,2021,-
Export,2 ..Carne si organe comestibile,Grecia,2022,-
Export,2 ..Carne si organe comestibile,Grecia,2023,-
Export,2 ..Carne si organe comestibile,Grecia,2024,-
Export,2 ..Carne si organe comestibile,Irlanda,2020,-
Export,2 ..Carne si organe comestibile,Irlanda,2021,-
Export,2 ..Carne si organe comestibile,Irlanda,2022,-
Export,2 ..Carne si organe comestibile,Irlanda,2023,-
Export,2 ..Carne si organe comestibile,Irlanda,2024,-
Export,2 ..Carne si organe comestibile,Italia,2020,-
Export,2 ..Carne si organe comestibile,Italia,2021,-
Export,2 ..Carne si organe comestibile,Italia,2022,-
Export,2 ..Carne si organe comestibile,Italia,2023,-
Export,2 ..Carne si organe comestibile,Italia,2024,-
Export,2 ..Carne si organe comestibile,Letonia,2020,-
Export,2 ..Carne si organe comestibile,Letonia,2021,-
Export,2 ..Carne si organe comestibile,Letonia,2022,-
Export,2 ..Carne si organe comestibile,Letonia,2023,-
Export,2 ..Carne si organe comestibile,Letonia,2024,-
Export,2 ..Carne si organe comestibile,Lituania,2020,-
Export,2 ..Carne si organe comestibile,Lituania,2021,-
Export,2 ..Carne si organe comestibile,Lituania,2022,-
Export,2 ..Carne si organe comestibile,Lituania,2023,-
Export,2 ..Carne si organe comestibile,Lituania,2024,-
Export,2 ..Carne si organe comestibile,Luxemburg,2020,-
Export,2 ..Carne si organe comestibile,Luxemburg,2021,-
Export,2 ..Carne si organe comestibile,Luxemburg,2022,-
Export,2 ..Carne si organe comestibile,Luxemburg,2023,-
Export,2 ..Carne si organe comestibile,Luxemburg,2024,-
Export,2 ..Carne si organe comestibile,Malta,2020,-
Export,2 ..Carne si organe comestibile,Malta,2021,0.54
Export,2 ..Carne si organe comestibile,Malta,2022,-
Export,2 ..Carne si organe comestibile,Malta,2023,-
Export,2 ..Carne si organe comestibile,Malta,2024,-
Export,2 ..Carne si organe comestibile,Polonia,2020,24.33
Export,2 ..Carne si organe comestibile,Polonia,2021,-
Export,2 ..Carne si organe comestibile,Polonia,2022,-
Export,2 ..Carne si organe comestibile,Polonia,2023,-
Export,2 ..Carne si organe comestibile,Polonia,2024,-
Export,2 ..Carne si organe comestibile,Portugalia,2020,-
Export,2 ..Carne si organe comestibile,Portugalia,2021,-
Export,2 ..Carne si organe comestibile,Portugalia,2022,-
Export,2 ..Carne si organe comestibile,Portugalia,2023,-
Export,2 ..Carne si organe comestibile,Portugalia,2024,-
Export,2 ..Carne si organe comestibile,Romania,2020,-
Export,2 ..Carne si organe comestibile,Romania,2021,-
Export,2 ..Carne si organe comestibile,Romania,2022,100.00
Export,2 ..Carne si organe comestibile,Romania,2023,-
Export,2 ..Carne si organe comestibile,Romania,2024,-
Export,2 ..Carne si organe comestibile,Slovacia,2020,-
Export,2 ..Carne si organe comestibile,Slovacia,2021,-
Export,2 ..Carne si organe comestibile,Slovacia,2022,-
Export,2 ..Carne si organe comestibile,Slovacia,2023,-
Export,2 ..Carne si organe comestibile,Slovacia,2024,1807.08
Export,2 ..Carne si organe comestibile,Slovenia,2020,-
Export,2 ..Carne si organe comestibile,Slovenia,2021,-
Export,2 ..Carne si organe comestibile,Slovenia,2022,-
Export,2 ..Carne si organe comestibile,Slovenia,2023,-
Export,2 ..Carne si organe comestibile,Slovenia,2024,-
Export,2 ..Carne si organe comestibile,Spania,2020,-
Export,2 ..Carne si organe comestibile,Spania,2021,-
Export,2 ..Carne si organe comestibile,Spania,2022,-
Export,2 ..Carne si organe comestibile,Spania,2023,-
Export,2 ..Carne si organe comestibile,Spania,2024,-
Export,2 ..Carne si organe comestibile,Suedia,2020,-
Export,2 ..Carne si organe comestibile,Suedia,2021,-
Export,2 ..Carne si organe comestibile,Suedia,2022,-
Export,2 ..Carne si organe comestibile,Suedia,2023,-
Export,2 ..Carne si organe comestibile,Suedia,2024,-
Export,2 ..Carne si organe comestibile,Tarile de Jos (Netherlands),2020,-
Export,2 ..Carne si organe comestibile,Tarile de Jos (Netherlands),2021,-
Export,2 ..Carne si organe comestibile,Tarile de Jos (Netherlands),2022,-
Export,2 ..Carne si organe comestibile,Tarile de Jos (Netherlands),2023,-
Export,2 ..Carne si organe comestibile,Tarile de Jos (Netherlands),2024,528.26
Export,2 ..Carne si organe comestibile,Ungaria,2020,-
