"Diviziuni de marfuri si servicii, conform clasificatorului COICOP",Ani,Luni,value
11 Restaurante si hoteluri,2019,Aprilie,119.62
11 Restaurante si hoteluri,2019,Mai,119.79
11 Restaurante si hoteluri,2019,Iunie,119.85
11 Restaurante si hoteluri,2019,Iulie,119.76
11 Restaurante si hoteluri,2019,August,121.21
11 Restaurante si hoteluri,2019,Septembrie,124.77
11 Restaurante si hoteluri,2019,Octombrie,125.49
11 Restaurante si hoteluri,2019,Noiembrie,126.06
11 Restaurante si hoteluri,2019,Decembrie,126.93
11 Restaurante si hoteluri,2020,Ianuarie,127.05
11 Restaurante si hoteluri,2020,Februarie,127.26
11 Restaurante si hoteluri,2020,Martie,127.26
11 Restaurante si hoteluri,2020,Aprilie,127.26
11 Restaurante si hoteluri,2020,Mai,127.31
11 Restaurante si hoteluri,2020,Iunie,127.42
11 Restaurante si hoteluri,2020,Iulie,128.42
11 Restaurante si hoteluri,2020,August,128.46
11 Restaurante si hoteluri,2020,Septembrie,128.90
11 Restaurante si hoteluri,2020,Octombrie,129.13
11 Restaurante si hoteluri,2020,Noiembrie,129.36
11 Restaurante si hoteluri,2020,Decembrie,129.36
11 Restaurante si hoteluri,2021,Ianuarie,129.82
11 Restaurante si hoteluri,2021,Februarie,129.76
11 Restaurante si hoteluri,2021,Martie,129.93
11 Restaurante si hoteluri,2021,Aprilie,129.96
11 Restaurante si hoteluri,2021,Mai,130.15
11 Restaurante si hoteluri,2021,Iunie,130.99
11 Restaurante si hoteluri,2021,Iulie,131.16
11 Restaurante si hoteluri,2021,August,132.93
11 Restaurante si hoteluri,2021,Septembrie,134.35
11 Restaurante si hoteluri,2021,Octombrie,136.10
11 Restaurante si hoteluri,2021,Noiembrie,137.74
11 Restaurante si hoteluri,2021,Decembrie,141.82
11 Restaurante si hoteluri,2022,Ianuarie,145.19
11 Restaurante si hoteluri,2022,Februarie,150.70
11 Restaurante si hoteluri,2022,Martie,156.64
11 Restaurante si hoteluri,2022,Aprilie,157.48
11 Restaurante si hoteluri,2022,Mai,162.31
11 Restaurante si hoteluri,2022,Iunie,167.46
11 Restaurante si hoteluri,2022,Iulie,167.92
11 Restaurante si hoteluri,2022,August,169.03
11 Restaurante si hoteluri,2022,Septembrie,172.33
11 Restaurante si hoteluri,2022,Octombrie,173.30
11 Restaurante si hoteluri,2022,Noiembrie,176.46
11 Restaurante si hoteluri,2022,Decembrie,178.56
11 Restaurante si hoteluri,2023,Ianuarie,179.80
11 Restaurante si hoteluri,2023,Februarie,180.87
11 Restaurante si hoteluri,2023,Martie,181.00
11 Restaurante si hoteluri,2023,Aprilie,181.34
11 Restaurante si hoteluri,2023,Mai,182.35
11 Restaurante si hoteluri,2023,Iunie,185.44
11 Restaurante si hoteluri,2023,Iulie,185.72
11 Restaurante si hoteluri,2023,August,186.11
11 Restaurante si hoteluri,2023,Septembrie,187.50
11 Restaurante si hoteluri,2023,Octombrie,187.56
11 Restaurante si hoteluri,2023,Noiembrie,188.86
11 Restaurante si hoteluri,2023,Decembrie,190.29
11 Restaurante si hoteluri,2024,Ianuarie,192.33
11 Restaurante si hoteluri,2024,Februarie,192.56
11 Restaurante si hoteluri,2024,Martie,194.33
11 Restaurante si hoteluri,2024,Aprilie,194.94
11 Restaurante si hoteluri,2024,Mai,198.19
11 Restaurante si hoteluri,2024,Iunie,199.44
11 Restaurante si hoteluri,2024,Iulie,199.64
11 Restaurante si hoteluri,2024,August,200.06
11 Restaurante si hoteluri,2024,Septembrie,201.62
11 Restaurante si hoteluri,2024,Octombrie,201.95
11 Restaurante si hoteluri,2024,Noiembrie,202.03
11 Restaurante si hoteluri,2024,Decembrie,203.39
11 Restaurante si hoteluri,2025,Ianuarie,203.72
11 Restaurante si hoteluri,2025,Februarie,204.36
11 Restaurante si hoteluri,2025,Martie,209.23
11 Restaurante si hoteluri,2025,Aprilie,210.10
11 Restaurante si hoteluri,2025,Mai,210.39
11 Restaurante si hoteluri,2025,Iunie,211.01
11 Restaurante si hoteluri,2025,Iulie,211.12
11 Restaurante si hoteluri,2025,August,214.80
11 Restaurante si hoteluri,2025,Septembrie,215.37
11 Restaurante si hoteluri,2025,Octombrie,226.66
11 Restaurante si hoteluri,2025,Noiembrie,226.94
11 Restaurante si hoteluri,2025,Decembrie,227.49
11 Restaurante si hoteluri,2026,Ianuarie,227.61
11 Restaurante si hoteluri,2026,Februarie,227.93
11 Restaurante si hoteluri,2026,Martie,228.99
11 Restaurante si hoteluri,2026,Aprilie,229.90
11 Restaurante si hoteluri,2026,Mai,231.78
11 Restaurante si hoteluri,2026,Iunie,..
11 Restaurante si hoteluri,2026,Iulie,..
11 Restaurante si hoteluri,2026,August,..
11 Restaurante si hoteluri,2026,Septembrie,..
11 Restaurante si hoteluri,2026,Octombrie,..
11 Restaurante si hoteluri,2026,Noiembrie,..
11 Restaurante si hoteluri,2026,Decembrie,..
12 Diverse produse si servicii,1994,Ianuarie,..
12 Diverse produse si servicii,1994,Februarie,..
12 Diverse produse si servicii,1994,Martie,..
12 Diverse produse si servicii,1994,Aprilie,..
12 Diverse produse si servicii,1994,Mai,..
12 Diverse produse si servicii,1994,Iunie,..
12 Diverse produse si servicii,1994,Iulie,..
12 Diverse produse si servicii,1994,August,..
12 Diverse produse si servicii,1994,Septembrie,..
12 Diverse produse si servicii,1994,Octombrie,..
12 Diverse produse si servicii,1994,Noiembrie,..
12 Diverse produse si servicii,1994,Decembrie,..
12 Diverse produse si servicii,1995,Ianuarie,..
12 Diverse produse si servicii,1995,Februarie,..
12 Diverse produse si servicii,1995,Martie,..
12 Diverse produse si servicii,1995,Aprilie,..
12 Diverse produse si servicii,1995,Mai,..
12 Diverse produse si servicii,1995,Iunie,..
12 Diverse produse si servicii,1995,Iulie,..
12 Diverse produse si servicii,1995,August,..
12 Diverse produse si servicii,1995,Septembrie,..
12 Diverse produse si servicii,1995,Octombrie,..
12 Diverse produse si servicii,1995,Noiembrie,..
12 Diverse produse si servicii,1995,Decembrie,..
12 Diverse produse si servicii,1996,Ianuarie,..
12 Diverse produse si servicii,1996,Februarie,..
12 Diverse produse si servicii,1996,Martie,..
12 Diverse produse si servicii,1996,Aprilie,..
12 Diverse produse si servicii,1996,Mai,..
12 Diverse produse si servicii,1996,Iunie,..
12 Diverse produse si servicii,1996,Iulie,..
12 Diverse produse si servicii,1996,August,..
12 Diverse produse si servicii,1996,Septembrie,..
12 Diverse produse si servicii,1996,Octombrie,..
12 Diverse produse si servicii,1996,Noiembrie,..
12 Diverse produse si servicii,1996,Decembrie,..
12 Diverse produse si servicii,1997,Ianuarie,..
12 Diverse produse si servicii,1997,Februarie,..
12 Diverse produse si servicii,1997,Martie,..
12 Diverse produse si servicii,1997,Aprilie,..
12 Diverse produse si servicii,1997,Mai,..
12 Diverse produse si servicii,1997,Iunie,..
12 Diverse produse si servicii,1997,Iulie,..
12 Diverse produse si servicii,1997,August,..
12 Diverse produse si servicii,1997,Septembrie,..
12 Diverse produse si servicii,1997,Octombrie,..
12 Diverse produse si servicii,1997,Noiembrie,..
12 Diverse produse si servicii,1997,Decembrie,..
12 Diverse produse si servicii,1998,Ianuarie,..
12 Diverse produse si servicii,1998,Februarie,..
12 Diverse produse si servicii,1998,Martie,..
12 Diverse produse si servicii,1998,Aprilie,..
12 Diverse produse si servicii,1998,Mai,..
12 Diverse produse si servicii,1998,Iunie,..
12 Diverse produse si servicii,1998,Iulie,..
12 Diverse produse si servicii,1998,August,..
12 Diverse produse si servicii,1998,Septembrie,..
12 Diverse produse si servicii,1998,Octombrie,..
12 Diverse produse si servicii,1998,Noiembrie,..
12 Diverse produse si servicii,1998,Decembrie,..
12 Diverse produse si servicii,1999,Ianuarie,..
12 Diverse produse si servicii,1999,Februarie,..
12 Diverse produse si servicii,1999,Martie,..
12 Diverse produse si servicii,1999,Aprilie,..
12 Diverse produse si servicii,1999,Mai,..
12 Diverse produse si servicii,1999,Iunie,..
12 Diverse produse si servicii,1999,Iulie,..
12 Diverse produse si servicii,1999,August,..
12 Diverse produse si servicii,1999,Septembrie,..
12 Diverse produse si servicii,1999,Octombrie,..
12 Diverse produse si servicii,1999,Noiembrie,..
12 Diverse produse si servicii,1999,Decembrie,..
12 Diverse produse si servicii,2000,Ianuarie,..
12 Diverse produse si servicii,2000,Februarie,..
12 Diverse produse si servicii,2000,Martie,..
12 Diverse produse si servicii,2000,Aprilie,..
12 Diverse produse si servicii,2000,Mai,..
12 Diverse produse si servicii,2000,Iunie,..
12 Diverse produse si servicii,2000,Iulie,..
12 Diverse produse si servicii,2000,August,..
12 Diverse produse si servicii,2000,Septembrie,..
12 Diverse produse si servicii,2000,Octombrie,..
12 Diverse produse si servicii,2000,Noiembrie,..
12 Diverse produse si servicii,2000,Decembrie,..
12 Diverse produse si servicii,2001,Ianuarie,..
12 Diverse produse si servicii,2001,Februarie,..
12 Diverse produse si servicii,2001,Martie,..
12 Diverse produse si servicii,2001,Aprilie,..
12 Diverse produse si servicii,2001,Mai,..
12 Diverse produse si servicii,2001,Iunie,..
12 Diverse produse si servicii,2001,Iulie,..
12 Diverse produse si servicii,2001,August,..
12 Diverse produse si servicii,2001,Septembrie,..
12 Diverse produse si servicii,2001,Octombrie,..
12 Diverse produse si servicii,2001,Noiembrie,..
12 Diverse produse si servicii,2001,Decembrie,..
12 Diverse produse si servicii,2002,Ianuarie,..
12 Diverse produse si servicii,2002,Februarie,..
12 Diverse produse si servicii,2002,Martie,..
12 Diverse produse si servicii,2002,Aprilie,..
12 Diverse produse si servicii,2002,Mai,..
12 Diverse produse si servicii,2002,Iunie,..
12 Diverse produse si servicii,2002,Iulie,..
12 Diverse produse si servicii,2002,August,..
12 Diverse produse si servicii,2002,Septembrie,..
12 Diverse produse si servicii,2002,Octombrie,..
12 Diverse produse si servicii,2002,Noiembrie,..
12 Diverse produse si servicii,2002,Decembrie,..
12 Diverse produse si servicii,2003,Ianuarie,..
12 Diverse produse si servicii,2003,Februarie,..
12 Diverse produse si servicii,2003,Martie,..
12 Diverse produse si servicii,2003,Aprilie,..
12 Diverse produse si servicii,2003,Mai,..
12 Diverse produse si servicii,2003,Iunie,..
12 Diverse produse si servicii,2003,Iulie,..
12 Diverse produse si servicii,2003,August,..
12 Diverse produse si servicii,2003,Septembrie,..
12 Diverse produse si servicii,2003,Octombrie,..
12 Diverse produse si servicii,2003,Noiembrie,..
12 Diverse produse si servicii,2003,Decembrie,..
12 Diverse produse si servicii,2004,Ianuarie,..
12 Diverse produse si servicii,2004,Februarie,..
12 Diverse produse si servicii,2004,Martie,..
12 Diverse produse si servicii,2004,Aprilie,..
12 Diverse produse si servicii,2004,Mai,..
12 Diverse produse si servicii,2004,Iunie,..
12 Diverse produse si servicii,2004,Iulie,..
12 Diverse produse si servicii,2004,August,..
12 Diverse produse si servicii,2004,Septembrie,..
12 Diverse produse si servicii,2004,Octombrie,..
12 Diverse produse si servicii,2004,Noiembrie,..
12 Diverse produse si servicii,2004,Decembrie,..
12 Diverse produse si servicii,2005,Ianuarie,..
12 Diverse produse si servicii,2005,Februarie,..
12 Diverse produse si servicii,2005,Martie,..
12 Diverse produse si servicii,2005,Aprilie,..
12 Diverse produse si servicii,2005,Mai,..
12 Diverse produse si servicii,2005,Iunie,..
12 Diverse produse si servicii,2005,Iulie,..
12 Diverse produse si servicii,2005,August,..
12 Diverse produse si servicii,2005,Septembrie,..
12 Diverse produse si servicii,2005,Octombrie,..
12 Diverse produse si servicii,2005,Noiembrie,..
12 Diverse produse si servicii,2005,Decembrie,..
12 Diverse produse si servicii,2006,Ianuarie,..
12 Diverse produse si servicii,2006,Februarie,..
12 Diverse produse si servicii,2006,Martie,..
12 Diverse produse si servicii,2006,Aprilie,..
12 Diverse produse si servicii,2006,Mai,..
12 Diverse produse si servicii,2006,Iunie,..
12 Diverse produse si servicii,2006,Iulie,..
12 Diverse produse si servicii,2006,August,..
12 Diverse produse si servicii,2006,Septembrie,..
12 Diverse produse si servicii,2006,Octombrie,..
12 Diverse produse si servicii,2006,Noiembrie,..
12 Diverse produse si servicii,2006,Decembrie,..
12 Diverse produse si servicii,2007,Ianuarie,..
12 Diverse produse si servicii,2007,Februarie,..
12 Diverse produse si servicii,2007,Martie,..
12 Diverse produse si servicii,2007,Aprilie,..
12 Diverse produse si servicii,2007,Mai,..
12 Diverse produse si servicii,2007,Iunie,..
12 Diverse produse si servicii,2007,Iulie,..
12 Diverse produse si servicii,2007,August,..
12 Diverse produse si servicii,2007,Septembrie,..
12 Diverse produse si servicii,2007,Octombrie,..
12 Diverse produse si servicii,2007,Noiembrie,..
12 Diverse produse si servicii,2007,Decembrie,..
12 Diverse produse si servicii,2008,Ianuarie,..
12 Diverse produse si servicii,2008,Februarie,..
12 Diverse produse si servicii,2008,Martie,..
12 Diverse produse si servicii,2008,Aprilie,..
12 Diverse produse si servicii,2008,Mai,..
12 Diverse produse si servicii,2008,Iunie,..
12 Diverse produse si servicii,2008,Iulie,..
12 Diverse produse si servicii,2008,August,..
12 Diverse produse si servicii,2008,Septembrie,..
12 Diverse produse si servicii,2008,Octombrie,..
12 Diverse produse si servicii,2008,Noiembrie,..
12 Diverse produse si servicii,2008,Decembrie,..
12 Diverse produse si servicii,2009,Ianuarie,..
12 Diverse produse si servicii,2009,Februarie,..
12 Diverse produse si servicii,2009,Martie,..
12 Diverse produse si servicii,2009,Aprilie,..
12 Diverse produse si servicii,2009,Mai,..
12 Diverse produse si servicii,2009,Iunie,..
12 Diverse produse si servicii,2009,Iulie,..
12 Diverse produse si servicii,2009,August,..
12 Diverse produse si servicii,2009,Septembrie,..
12 Diverse produse si servicii,2009,Octombrie,..
12 Diverse produse si servicii,2009,Noiembrie,..
12 Diverse produse si servicii,2009,Decembrie,..
12 Diverse produse si servicii,2010,Ianuarie,..
12 Diverse produse si servicii,2010,Februarie,..
12 Diverse produse si servicii,2010,Martie,..
12 Diverse produse si servicii,2010,Aprilie,..
12 Diverse produse si servicii,2010,Mai,..
12 Diverse produse si servicii,2010,Iunie,..
12 Diverse produse si servicii,2010,Iulie,..
12 Diverse produse si servicii,2010,August,..
12 Diverse produse si servicii,2010,Septembrie,..
12 Diverse produse si servicii,2010,Octombrie,..
12 Diverse produse si servicii,2010,Noiembrie,..
12 Diverse produse si servicii,2010,Decembrie,..
12 Diverse produse si servicii,2011,Ianuarie,..
12 Diverse produse si servicii,2011,Februarie,..
12 Diverse produse si servicii,2011,Martie,..
12 Diverse produse si servicii,2011,Aprilie,..
12 Diverse produse si servicii,2011,Mai,..
12 Diverse produse si servicii,2011,Iunie,..
12 Diverse produse si servicii,2011,Iulie,..
12 Diverse produse si servicii,2011,August,..
12 Diverse produse si servicii,2011,Septembrie,..
12 Diverse produse si servicii,2011,Octombrie,..
12 Diverse produse si servicii,2011,Noiembrie,..
12 Diverse produse si servicii,2011,Decembrie,..
12 Diverse produse si servicii,2012,Ianuarie,..
12 Diverse produse si servicii,2012,Februarie,..
12 Diverse produse si servicii,2012,Martie,..
12 Diverse produse si servicii,2012,Aprilie,..
12 Diverse produse si servicii,2012,Mai,..
12 Diverse produse si servicii,2012,Iunie,..
12 Diverse produse si servicii,2012,Iulie,..
12 Diverse produse si servicii,2012,August,..
12 Diverse produse si servicii,2012,Septembrie,..
12 Diverse produse si servicii,2012,Octombrie,..
12 Diverse produse si servicii,2012,Noiembrie,..
12 Diverse produse si servicii,2012,Decembrie,..
12 Diverse produse si servicii,2013,Ianuarie,..
12 Diverse produse si servicii,2013,Februarie,..
12 Diverse produse si servicii,2013,Martie,..
12 Diverse produse si servicii,2013,Aprilie,..
12 Diverse produse si servicii,2013,Mai,..
12 Diverse produse si servicii,2013,Iunie,..
12 Diverse produse si servicii,2013,Iulie,..
12 Diverse produse si servicii,2013,August,..
12 Diverse produse si servicii,2013,Septembrie,..
12 Diverse produse si servicii,2013,Octombrie,..
12 Diverse produse si servicii,2013,Noiembrie,..
12 Diverse produse si servicii,2013,Decembrie,..
12 Diverse produse si servicii,2014,Ianuarie,..
12 Diverse produse si servicii,2014,Februarie,..
12 Diverse produse si servicii,2014,Martie,..
12 Diverse produse si servicii,2014,Aprilie,..
12 Diverse produse si servicii,2014,Mai,..
12 Diverse produse si servicii,2014,Iunie,..
12 Diverse produse si servicii,2014,Iulie,..
12 Diverse produse si servicii,2014,August,..
12 Diverse produse si servicii,2014,Septembrie,..
12 Diverse produse si servicii,2014,Octombrie,..
12 Diverse produse si servicii,2014,Noiembrie,..
12 Diverse produse si servicii,2014,Decembrie,..
12 Diverse produse si servicii,2015,Ianuarie,91.99
12 Diverse produse si servicii,2015,Februarie,95.19
12 Diverse produse si servicii,2015,Martie,97.75
12 Diverse produse si servicii,2015,Aprilie,98.96
12 Diverse produse si servicii,2015,Mai,99.56
12 Diverse produse si servicii,2015,Iunie,99.95
12 Diverse produse si servicii,2015,Iulie,100.82
12 Diverse produse si servicii,2015,August,101.44
12 Diverse produse si servicii,2015,Septembrie,102.20
12 Diverse produse si servicii,2015,Octombrie,103.54
12 Diverse produse si servicii,2015,Noiembrie,103.93
12 Diverse produse si servicii,2015,Decembrie,104.68
12 Diverse produse si servicii,2016,Ianuarie,106.00
12 Diverse produse si servicii,2016,Februarie,106.38
12 Diverse produse si servicii,2016,Martie,106.98
12 Diverse produse si servicii,2016,Aprilie,107.58
12 Diverse produse si servicii,2016,Mai,108.03
12 Diverse produse si servicii,2016,Iunie,108.45
12 Diverse produse si servicii,2016,Iulie,108.82
12 Diverse produse si servicii,2016,August,109.07
12 Diverse produse si servicii,2016,Septembrie,108.19
12 Diverse produse si servicii,2016,Octombrie,108.18
12 Diverse produse si servicii,2016,Noiembrie,108.30
12 Diverse produse si servicii,2016,Decembrie,108.74
12 Diverse produse si servicii,2017,Ianuarie,110.14
12 Diverse produse si servicii,2017,Februarie,109.90
12 Diverse produse si servicii,2017,Martie,112.57
12 Diverse produse si servicii,2017,Aprilie,112.80
12 Diverse produse si servicii,2017,Mai,113.51
12 Diverse produse si servicii,2017,Iunie,113.45
12 Diverse produse si servicii,2017,Iulie,113.42
12 Diverse produse si servicii,2017,August,113.43
12 Diverse produse si servicii,2017,Septembrie,114.22
12 Diverse produse si servicii,2017,Octombrie,114.82
12 Diverse produse si servicii,2017,Noiembrie,114.84
12 Diverse produse si servicii,2017,Decembrie,115.56
12 Diverse produse si servicii,2018,Ianuarie,116.47
12 Diverse produse si servicii,2018,Februarie,117.19
12 Diverse produse si servicii,2018,Martie,117.35
12 Diverse produse si servicii,2018,Aprilie,116.25
12 Diverse produse si servicii,2018,Mai,115.97
12 Diverse produse si servicii,2018,Iunie,116.98
12 Diverse produse si servicii,2018,Iulie,116.78
12 Diverse produse si servicii,2018,August,116.93
12 Diverse produse si servicii,2018,Septembrie,116.86
12 Diverse produse si servicii,2018,Octombrie,118.85
12 Diverse produse si servicii,2018,Noiembrie,119.36
12 Diverse produse si servicii,2018,Decembrie,119.44
12 Diverse produse si servicii,2019,Ianuarie,120.88
12 Diverse produse si servicii,2019,Februarie,120.86
12 Diverse produse si servicii,2019,Martie,122.45
12 Diverse produse si servicii,2019,Aprilie,122.82
12 Diverse produse si servicii,2019,Mai,123.26
12 Diverse produse si servicii,2019,Iunie,123.76
12 Diverse produse si servicii,2019,Iulie,124.88
12 Diverse produse si servicii,2019,August,125.17
12 Diverse produse si servicii,2019,Septembrie,125.74
12 Diverse produse si servicii,2019,Octombrie,126.20
12 Diverse produse si servicii,2019,Noiembrie,126.39
12 Diverse produse si servicii,2019,Decembrie,127.28
12 Diverse produse si servicii,2020,Ianuarie,127.72
12 Diverse produse si servicii,2020,Februarie,127.65
12 Diverse produse si servicii,2020,Martie,128.47
12 Diverse produse si servicii,2020,Aprilie,128.52
12 Diverse produse si servicii,2020,Mai,128.71
12 Diverse produse si servicii,2020,Iunie,128.95
12 Diverse produse si servicii,2020,Iulie,129.04
12 Diverse produse si servicii,2020,August,129.08
12 Diverse produse si servicii,2020,Septembrie,129.48
12 Diverse produse si servicii,2020,Octombrie,129.69
12 Diverse produse si servicii,2020,Noiembrie,129.69
12 Diverse produse si servicii,2020,Decembrie,129.73
12 Diverse produse si servicii,2021,Ianuarie,129.83
12 Diverse produse si servicii,2021,Februarie,129.90
12 Diverse produse si servicii,2021,Martie,130.16
12 Diverse produse si servicii,2021,Aprilie,130.32
12 Diverse produse si servicii,2021,Mai,130.63
12 Diverse produse si servicii,2021,Iunie,131.15
12 Diverse produse si servicii,2021,Iulie,141.22
12 Diverse produse si servicii,2021,August,142.79
12 Diverse produse si servicii,2021,Septembrie,143.55
12 Diverse produse si servicii,2021,Octombrie,143.99
12 Diverse produse si servicii,2021,Noiembrie,143.87
12 Diverse produse si servicii,2021,Decembrie,146.33
12 Diverse produse si servicii,2022,Ianuarie,148.00
12 Diverse produse si servicii,2022,Februarie,149.55
12 Diverse produse si servicii,2022,Martie,152.55
12 Diverse produse si servicii,2022,Aprilie,154.40
12 Diverse produse si servicii,2022,Mai,157.53
12 Diverse produse si servicii,2022,Iunie,159.34
12 Diverse produse si servicii,2022,Iulie,160.41
12 Diverse produse si servicii,2022,August,162.85
12 Diverse produse si servicii,2022,Septembrie,167.48
12 Diverse produse si servicii,2022,Octombrie,168.75
